item,itemLabel
http://www.wikidata.org/entity/Q325396,Judd Apatow
http://www.wikidata.org/entity/Q329719,Louis Gossett junior
http://www.wikidata.org/entity/Q335605,Beeban Kidron
http://www.wikidata.org/entity/Q336024,Jeannot Szwarc
http://www.wikidata.org/entity/Q336075,Eric Kripke
http://www.wikidata.org/entity/Q336607,Harrie Geelen
http://www.wikidata.org/entity/Q337557,J. P. Manoux
http://www.wikidata.org/entity/Q339154,Katie Jacobs
http://www.wikidata.org/entity/Q346411,Michael Landon
http://www.wikidata.org/entity/Q348533,Nick Cannon
http://www.wikidata.org/entity/Q349069,Adam Curtis
http://www.wikidata.org/entity/Q349117,Adam Davidson
http://www.wikidata.org/entity/Q350528,Adam Nimoy
http://www.wikidata.org/entity/Q350717,Michael Apted
http://www.wikidata.org/entity/Q350903,Adam Shankman
http://www.wikidata.org/entity/Q351479,Tim Daly
http://www.wikidata.org/entity/Q512419,Samuel Bayer
http://www.wikidata.org/entity/Q512633,Jiří Kroha
http://www.wikidata.org/entity/Q513385,Ann Zacharias
http://www.wikidata.org/entity/Q513422,Tova Magnusson-Norling
http://www.wikidata.org/entity/Q518995,Alf Kjellin
http://www.wikidata.org/entity/Q522657,Christina Olofson
http://www.wikidata.org/entity/Q523111,André Turnheim
http://www.wikidata.org/entity/Q523542,Catti Edfeldt
http://www.wikidata.org/entity/Q525497,Jan Budař
http://www.wikidata.org/entity/Q529925,Magnús Scheving
http://www.wikidata.org/entity/Q532331,Oren Lavie
http://www.wikidata.org/entity/Q533208,Angela Richter
http://www.wikidata.org/entity/Q534471,Angelika Messner
http://www.wikidata.org/entity/Q536766,Ingrid Dahlberg
http://www.wikidata.org/entity/Q539267,Angie Hiesl
http://www.wikidata.org/entity/Q539722,Stina Rautelin
http://www.wikidata.org/entity/Q543546,Dawn Shadforth
http://www.wikidata.org/entity/Q544465,Kathy Bates
http://www.wikidata.org/entity/Q546134,Bror Abelli
http://www.wikidata.org/entity/Q546147,Aniara Amos
http://www.wikidata.org/entity/Q546310,Don Askarian
http://www.wikidata.org/entity/Q551220,Fredrik Ultvedt
http://www.wikidata.org/entity/Q556567,Camillo Mastrocinque
http://www.wikidata.org/entity/Q559575,Anna Arrowsmith
http://www.wikidata.org/entity/Q560327,Magnus Florin
http://www.wikidata.org/entity/Q560851,Anna Hepp
http://www.wikidata.org/entity/Q561686,François Sagat
http://www.wikidata.org/entity/Q561809,Richard Hunt
http://www.wikidata.org/entity/Q563518,Anna Vaughan
http://www.wikidata.org/entity/Q566560,Annette Ernst
http://www.wikidata.org/entity/Q566682,Annette Reber
http://www.wikidata.org/entity/Q568236,Anouk Nicklisch
http://www.wikidata.org/entity/Q569713,Ansgar Haag
http://www.wikidata.org/entity/Q570170,Józef Szajna
http://www.wikidata.org/entity/Q570832,Kati Lázár
http://www.wikidata.org/entity/Q571399,Tony Oursler
http://www.wikidata.org/entity/Q576589,František Čáp
http://www.wikidata.org/entity/Q577083,Michel Giacometti
http://www.wikidata.org/entity/Q579712,Jean Rollin
http://www.wikidata.org/entity/Q592951,Béla Ternovszky
http://www.wikidata.org/entity/Q599315,Olle Hellbom
http://www.wikidata.org/entity/Q608022,Simon MacCorkindale
http://www.wikidata.org/entity/Q615616,Zoltán Szilágyi Varga
http://www.wikidata.org/entity/Q617110,Ivo Puhonny
http://www.wikidata.org/entity/Q618330,Rowland V. Lee
http://www.wikidata.org/entity/Q628857,Michaël Denard
http://www.wikidata.org/entity/Q630293,Manos Katrakis
http://www.wikidata.org/entity/Q633750,Anar
http://www.wikidata.org/entity/Q644917,Rozz Williams
http://www.wikidata.org/entity/Q646397,Mats Ek
http://www.wikidata.org/entity/Q647237,Warren Clarke
http://www.wikidata.org/entity/Q648093,Cecilia Peck
http://www.wikidata.org/entity/Q652736,György Harag
http://www.wikidata.org/entity/Q653563,Fredi Walker
http://www.wikidata.org/entity/Q656037,Zsuzsa Simon
http://www.wikidata.org/entity/Q659573,Gábor Dehel
http://www.wikidata.org/entity/Q668170,Babak Najafi
http://www.wikidata.org/entity/Q679676,Jeremiah Morris
http://www.wikidata.org/entity/Q685534,Levente Kovács
http://www.wikidata.org/entity/Q692645,Arne Mattsson
http://www.wikidata.org/entity/Q692841,Arne Sucksdorff
http://www.wikidata.org/entity/Q693535,Igor Bauersima
http://www.wikidata.org/entity/Q703492,Mick Jackson
http://www.wikidata.org/entity/Q703513,Roy Andersson
http://www.wikidata.org/entity/Q703588,Wolfgang Reitherman
http://www.wikidata.org/entity/Q703882,Carl Georg Barth
http://www.wikidata.org/entity/Q703929,Chris Lowell
http://www.wikidata.org/entity/Q704975,Robert Thomas
http://www.wikidata.org/entity/Q705423,Gojko Mitić
http://www.wikidata.org/entity/Q705715,RuPaul
http://www.wikidata.org/entity/Q706196,Tsubouchi Shōyō
http://www.wikidata.org/entity/Q706935,William Nicholson
http://www.wikidata.org/entity/Q707310,Billy Name
http://www.wikidata.org/entity/Q707999,Victor Schertzinger
http://www.wikidata.org/entity/Q709587,William Karel
http://www.wikidata.org/entity/Q709772,Miroslav Horníček
http://www.wikidata.org/entity/Q712450,Ralph Waite
http://www.wikidata.org/entity/Q713066,Tim Van Patten
http://www.wikidata.org/entity/Q713165,Fred Olen Ray
http://www.wikidata.org/entity/Q713877,Gregory Hlady
http://www.wikidata.org/entity/Q714141,Lasse Åberg
http://www.wikidata.org/entity/Q714496,Larry Clark
http://www.wikidata.org/entity/Q714669,Oleg Nikolajewitsch Taktarow
http://www.wikidata.org/entity/Q719427,Sam Taylor
http://www.wikidata.org/entity/Q720012,Brian Michael Bendis
http://www.wikidata.org/entity/Q720360,Don Coscarelli
http://www.wikidata.org/entity/Q725486,Iván Darvas
http://www.wikidata.org/entity/Q726298,Robert Reed
http://www.wikidata.org/entity/Q731187,Simon Callow
http://www.wikidata.org/entity/Q731324,Péter Haumann
http://www.wikidata.org/entity/Q731331,George Pal
http://www.wikidata.org/entity/Q734143,Don Novello
http://www.wikidata.org/entity/Q738994,Joseph D. Kucan
http://www.wikidata.org/entity/Q739105,Jason Marsden
http://www.wikidata.org/entity/Q748549,Birt Acres
http://www.wikidata.org/entity/Q750983,Riccardo Freda
http://www.wikidata.org/entity/Q751890,Gábor Tompa
http://www.wikidata.org/entity/Q763395,Miklós Parászka
http://www.wikidata.org/entity/Q768147,Árpád Lehotay
http://www.wikidata.org/entity/Q773674,Hjalmar Selander
http://www.wikidata.org/entity/Q326732,Jiří Frejka
http://www.wikidata.org/entity/Q329807,Craig T. Nelson
http://www.wikidata.org/entity/Q330404,Abraham Morewski
http://www.wikidata.org/entity/Q331018,Jiří Šotola
http://www.wikidata.org/entity/Q333643,Satoshi Kon
http://www.wikidata.org/entity/Q336018,Julian Fellowes
http://www.wikidata.org/entity/Q337404,Leonid Nikolajewitsch Agutin
http://www.wikidata.org/entity/Q338756,Oskar Beregi
http://www.wikidata.org/entity/Q340447,Achim Plato
http://www.wikidata.org/entity/Q343633,Burgess Meredith
http://www.wikidata.org/entity/Q344027,Václav Thám
http://www.wikidata.org/entity/Q347848,Rafael Edholm
http://www.wikidata.org/entity/Q348445,René Auberjonois
http://www.wikidata.org/entity/Q349069,Adam Curtis
http://www.wikidata.org/entity/Q350666,Dalton Trumbo
http://www.wikidata.org/entity/Q351697,Paolo und Vittorio Taviani
http://www.wikidata.org/entity/Q352730,Treat Williams
http://www.wikidata.org/entity/Q353758,Jess Franco
http://www.wikidata.org/entity/Q357183,Jaume Collet-Serra
http://www.wikidata.org/entity/Q359274,Stefan Jarl
http://www.wikidata.org/entity/Q360477,Peter Weller
http://www.wikidata.org/entity/Q361290,John R. Leonetti
http://www.wikidata.org/entity/Q361670,John Sturges
http://www.wikidata.org/entity/Q361707,Wladimir Grigorjewitsch Sutejew
http://www.wikidata.org/entity/Q362559,Delroy Lindo
http://www.wikidata.org/entity/Q363402,Stephen Sommers
http://www.wikidata.org/entity/Q365230,Janusz Kamiński
http://www.wikidata.org/entity/Q366445,Cliff Bole
http://www.wikidata.org/entity/Q369512,Per Åhlin
http://www.wikidata.org/entity/Q370259,Ernö Szabó
http://www.wikidata.org/entity/Q372073,Jackie Cooper
http://www.wikidata.org/entity/Q373959,Masanobu Andō
http://www.wikidata.org/entity/Q374760,Danièle Thompson
http://www.wikidata.org/entity/Q374792,Alf Sjöberg
http://www.wikidata.org/entity/Q375845,János Vaszary
http://www.wikidata.org/entity/Q376176,Walter Koenig
http://www.wikidata.org/entity/Q377730,Kazuhiro Furuhashi
http://www.wikidata.org/entity/Q378620,Ralph Wright
http://www.wikidata.org/entity/Q380685,Michele Placido
http://www.wikidata.org/entity/Q388292,Mitja Fomin
http://www.wikidata.org/entity/Q388493,Endre Latabár
http://www.wikidata.org/entity/Q390558,Rune Carlsten
http://www.wikidata.org/entity/Q392720,Joanna Stingray
http://www.wikidata.org/entity/Q393407,Žarko Petan
http://www.wikidata.org/entity/Q423052,Allen Coulter
http://www.wikidata.org/entity/Q425855,István Bessenyei
http://www.wikidata.org/entity/Q428647,Otmar Mácha
http://www.wikidata.org/entity/Q429777,Melissa Joan Hart
http://www.wikidata.org/entity/Q429838,Marie Horáková
http://www.wikidata.org/entity/Q431529,Suze Randall
http://www.wikidata.org/entity/Q432789,Bengt Ahlfors
http://www.wikidata.org/entity/Q433407,Asja Lācis
http://www.wikidata.org/entity/Q433513,Peter Krause
http://www.wikidata.org/entity/Q439095,Rik Mayall
http://www.wikidata.org/entity/Q443919,Karen Gaviola
http://www.wikidata.org/entity/Q444097,Rudolf Hrušínský senior
http://www.wikidata.org/entity/Q444756,Gösta Werner
http://www.wikidata.org/entity/Q445497,Hasse Ekman
http://www.wikidata.org/entity/Q445917,Mauritz Stiller
http://www.wikidata.org/entity/Q449514,Bo Widerberg
http://www.wikidata.org/entity/Q450630,Mikael Håfström
http://www.wikidata.org/entity/Q450728,Tobe Hooper
http://www.wikidata.org/entity/Q452925,Jordan Scott
http://www.wikidata.org/entity/Q455370,Jonas Åkerlund
http://www.wikidata.org/entity/Q456047,Domhnall Gleeson
http://www.wikidata.org/entity/Q456639,John Lurie
http://www.wikidata.org/entity/Q456979,J. Lee Thompson
http://www.wikidata.org/entity/Q457656,Tomas Alfredson
http://www.wikidata.org/entity/Q458752,Ewa Fröling
http://www.wikidata.org/entity/Q460491,Ingrid Luterkort
http://www.wikidata.org/entity/Q460825,Solveig Nordlund
http://www.wikidata.org/entity/Q465350,William K. L. Dickson
http://www.wikidata.org/entity/Q466626,Charles Magnusson
http://www.wikidata.org/entity/Q469164,Cesare Zavattini
http://www.wikidata.org/entity/Q470591,John Saxon
http://www.wikidata.org/entity/Q471215,Leigh Whannell
http://www.wikidata.org/entity/Q471328,Paolo Villaggio
http://www.wikidata.org/entity/Q471546,John Pilger
http://www.wikidata.org/entity/Q484523,Jared Leto
http://www.wikidata.org/entity/Q484881,Peter Falk
http://www.wikidata.org/entity/Q490410,Ha Jung-woo
http://www.wikidata.org/entity/Q491200,Anders Nilsson
http://www.wikidata.org/entity/Q491348,Anders Østergaard
http://www.wikidata.org/entity/Q491906,Andi Rogenhagen
http://www.wikidata.org/entity/Q494549,Andrea Moses
http://www.wikidata.org/entity/Q495030,Andrea Schramm
http://www.wikidata.org/entity/Q495901,Andreas Baesler
http://www.wikidata.org/entity/Q496048,Andreas Becker
http://www.wikidata.org/entity/Q497405,Andreas Geiger
http://www.wikidata.org/entity/Q499304,Andreas Lippl
http://www.wikidata.org/entity/Q500422,Hélène Florent
http://www.wikidata.org/entity/Q501949,Andrei Dmitrijewitsch Uschakow
http://www.wikidata.org/entity/Q503966,Rob Cohen
http://www.wikidata.org/entity/Q504461,Andrew Davis
http://www.wikidata.org/entity/Q506958,Andrew Robinson
http://www.wikidata.org/entity/Q507555,Sohrab Shahid Saless
http://www.wikidata.org/entity/Q508956,Alberto Abdala
http://www.wikidata.org/entity/Q510965,Vladimir Oravsky
