item,itemLabel
http://www.wikidata.org/entity/Q28941,Frank Lloyd
http://www.wikidata.org/entity/Q28998,Reinhold Schünzel
http://www.wikidata.org/entity/Q29055,Sacha Baron Cohen
http://www.wikidata.org/entity/Q29086,Matthew Lillard
http://www.wikidata.org/entity/Q29250,Bill Murray
http://www.wikidata.org/entity/Q29328,Brie Larson
http://www.wikidata.org/entity/Q30628,Tera Patrick
http://www.wikidata.org/entity/Q30876,Yash Chopra
http://www.wikidata.org/entity/Q30893,Kevin Bright
http://www.wikidata.org/entity/Q31225,Mark Robson
http://www.wikidata.org/entity/Q31292,Sam Spiegel
http://www.wikidata.org/entity/Q31294,Anne V. Coates
http://www.wikidata.org/entity/Q31409,Jason Antoon
http://www.wikidata.org/entity/Q31549,Brent Corrigan
http://www.wikidata.org/entity/Q31637,Jafar Panahi
http://www.wikidata.org/entity/Q31820,Bill D’Elia
http://www.wikidata.org/entity/Q32335,Nia Vardalos
http://www.wikidata.org/entity/Q32522,Jennifer Aniston
http://www.wikidata.org/entity/Q32661,Jane Goldman
http://www.wikidata.org/entity/Q33635,Hema Malini
http://www.wikidata.org/entity/Q34389,Whitney Houston
http://www.wikidata.org/entity/Q34660,Joanne K. Rowling
http://www.wikidata.org/entity/Q34677,Greg García
http://www.wikidata.org/entity/Q34816,Kathryn Bigelow
http://www.wikidata.org/entity/Q34851,Elizabeth Taylor
http://www.wikidata.org/entity/Q35332,Brad Pitt
http://www.wikidata.org/entity/Q35358,Richard Norton
http://www.wikidata.org/entity/Q35464,Alaura Eden
http://www.wikidata.org/entity/Q36153,Beyoncé
http://www.wikidata.org/entity/Q36290,Diana Ross
http://www.wikidata.org/entity/Q36767,Robert Pattinson
http://www.wikidata.org/entity/Q36949,Robert De Niro
http://www.wikidata.org/entity/Q36970,Jackie Chan
http://www.wikidata.org/entity/Q36980,George Peppard
http://www.wikidata.org/entity/Q37001,Toshirō Mifune
http://www.wikidata.org/entity/Q37079,Tom Cruise
http://www.wikidata.org/entity/Q37175,Johnny Depp
http://www.wikidata.org/entity/Q37459,Nicole Kidman
http://www.wikidata.org/entity/Q37876,Natalie Portman
http://www.wikidata.org/entity/Q37944,Masiela Lusha
http://www.wikidata.org/entity/Q38111,Leonardo DiCaprio
http://www.wikidata.org/entity/Q38222,George Lucas
http://www.wikidata.org/entity/Q38875,Mos Def
http://www.wikidata.org/entity/Q39792,Jack Nicholson
http://www.wikidata.org/entity/Q39983,Anthony Rapp
http://www.wikidata.org/entity/Q40026,Sylvester Stallone
http://www.wikidata.org/entity/Q40035,Richard Linklater
http://www.wikidata.org/entity/Q40096,Will Smith
http://www.wikidata.org/entity/Q40128,Ricki Lake
http://www.wikidata.org/entity/Q40143,Janeane Garofalo
http://www.wikidata.org/entity/Q40162,Kate Capshaw
http://www.wikidata.org/entity/Q40263,Justin Sterling
http://www.wikidata.org/entity/Q40299,Nelsan Ellis
http://www.wikidata.org/entity/Q40321,Dave Chappelle
http://www.wikidata.org/entity/Q40504,Jim Carrey
http://www.wikidata.org/entity/Q40523,Julia Roberts
http://www.wikidata.org/entity/Q40531,John Wayne
http://www.wikidata.org/entity/Q40645,Ludwig Berger
http://www.wikidata.org/entity/Q40701,Joseph Strick
http://www.wikidata.org/entity/Q40715,Jennifer Lopez
http://www.wikidata.org/entity/Q40791,Sandra Bullock
http://www.wikidata.org/entity/Q40912,Frank Sinatra
http://www.wikidata.org/entity/Q41076,Mariah Carey
http://www.wikidata.org/entity/Q41131,Melvin Frank
http://www.wikidata.org/entity/Q41136,Arthur Penn
http://www.wikidata.org/entity/Q41142,Jane Fonda
http://www.wikidata.org/entity/Q41148,Martin Scorsese
http://www.wikidata.org/entity/Q41163,Al Pacino
http://www.wikidata.org/entity/Q41342,Mary Tyler Moore
http://www.wikidata.org/entity/Q41351,Jodie Foster
http://www.wikidata.org/entity/Q41396,Josh Brolin
http://www.wikidata.org/entity/Q41422,Mark Ruffalo
http://www.wikidata.org/entity/Q41548,Antonio Banderas
http://www.wikidata.org/entity/Q41594,Christina Aguilera
http://www.wikidata.org/entity/Q41871,Paul Newman
http://www.wikidata.org/entity/Q42229,Mel Gibson
http://www.wikidata.org/entity/Q42574,James Cameron
http://www.wikidata.org/entity/Q42745,Rita Hayworth
http://www.wikidata.org/entity/Q42869,Nicolas Cage
http://www.wikidata.org/entity/Q42930,Dustin Hoffman
http://www.wikidata.org/entity/Q43044,Demi Moore
http://www.wikidata.org/entity/Q43203,Clint Eastwood
http://www.wikidata.org/entity/Q43264,Manoel de Oliveira
http://www.wikidata.org/entity/Q43371,Chris Meledandri
http://www.wikidata.org/entity/Q360,Julian Assange
http://www.wikidata.org/entity/Q2263,Tom Hanks
http://www.wikidata.org/entity/Q4500,Vince Gilligan
http://www.wikidata.org/entity/Q4960,Jason Lee
http://www.wikidata.org/entity/Q6060,50 Cent
http://www.wikidata.org/entity/Q6969,Stefan Raab
http://www.wikidata.org/entity/Q7374,Alfred Hitchcock
http://www.wikidata.org/entity/Q8349,Weird Al Yankovic
http://www.wikidata.org/entity/Q19526,Maya Angelou
http://www.wikidata.org/entity/Q23728,Larry David
http://www.wikidata.org/entity/Q24247,George Entwistle
http://www.wikidata.org/entity/Q25144,Kevin Spacey
http://www.wikidata.org/entity/Q29055,Sacha Baron Cohen
http://www.wikidata.org/entity/Q30893,Kevin Bright
http://www.wikidata.org/entity/Q32849,Akon
http://www.wikidata.org/entity/Q36949,Robert De Niro
http://www.wikidata.org/entity/Q39829,Stephen King
http://www.wikidata.org/entity/Q42869,Nicolas Cage
http://www.wikidata.org/entity/Q43633,Allan Schulman
http://www.wikidata.org/entity/Q43994,Matt Groening
http://www.wikidata.org/entity/Q44380,Cameron Diaz
http://www.wikidata.org/entity/Q44410,Matt Stone
http://www.wikidata.org/entity/Q53001,Jean-Luc Godard
http://www.wikidata.org/entity/Q54390,Valeriu Lazarov
http://www.wikidata.org/entity/Q54977,Alexander Wassiljewitsch Masljakow
http://www.wikidata.org/entity/Q55208,Andrei Sergejewitsch Michalkow-Kontschalowski
http://www.wikidata.org/entity/Q55800,Oprah Winfrey
http://www.wikidata.org/entity/Q61128,Percy Adlon
http://www.wikidata.org/entity/Q62398,Günther Jauch
http://www.wikidata.org/entity/Q64392,Edgar Reitz
http://www.wikidata.org/entity/Q67903,Helma Sanders-Brahms
http://www.wikidata.org/entity/Q77991,Christian Ulmen
http://www.wikidata.org/entity/Q92265,Hermann Joha
http://www.wikidata.org/entity/Q99855,Armin Maiwald
http://www.wikidata.org/entity/Q100440,Larry Hagman
http://www.wikidata.org/entity/Q100992,Christoph Thoke
