writer	producer	coop
nm0106257	nm0089572	1
nm0106257	nm0736307	1
nm0106563	nm0058454	1
nm0106563	nm0172670	2
nm0106563	nm0188312	6
nm0106563	nm0275935	1
nm0106563	nm1342242	1
nm0107302	nm0215973	1
nm0107302	nm0264248	1
nm0107302	nm0472477	3
nm0107302	nm0799047	2
nm0107302	nm1558784	4
nm0107302	nm1692438	1
nm0107302	nm2153315	2
nm0107302	nm2212351	1
nm0107302	nm5263944	1
nm0107402	nm0006460	1
nm0107402	nm0069072	10
nm0107402	nm0319666	1
nm0107402	nm0850386	1
nm0107402	nm0876590	9
nm0107402	nm0926252	3
nm0107402	nm1433339	1
nm0107402	nm2266269	2
nm0107774	nm0381868	1
nm0107774	nm0401205	1
nm0107774	nm1241294	1
nm0107774	nm1431798	1
nm0107774	nm2186058	3
nm0108132	nm2724331	1
nm0108273	nm0570682	1
nm0108273	nm0874437	1
nm0110490	nm0064834	1
nm0110490	nm0461799	3
nm0111303	nm0089154	2
nm0111303	nm0188312	1
nm0111303	nm0332503	1
nm0111303	nm0459425	2
nm0111303	nm1356495	1
nm0111303	nm1701502	1
nm0111303	nm2371594	1
nm0111312	nm0355125	1
nm0111312	nm0605167	1
nm0111845	nm0519140	2
nm0111845	nm1158138	1
nm0112270	nm1024115	1
nm0112335	nm0483091	2
nm0112335	nm0581676	1
nm0112919	nm0818503	1
nm0112919	nm1725195	1
nm0113115	nm0125024	1
nm0113115	nm0366818	3
nm0113115	nm0589696	1
nm0113115	nm5002501	1
nm0113126	nm0434838	1
nm0113780	nm0808329	1
nm0113780	nm0808471	1
nm0113780	nm1230683	1
nm0114707	nm0324960	2
nm0114868	nm1949279	1
nm0115114	nm0011851	1
nm0115114	nm0754978	1
nm0115129	nm0242896	1
nm0115200	nm0073706	1
nm0115252	nm0400233	1
nm0115272	nm4170842	1
nm0116689	nm0107331	1
nm0116689	nm0569257	1
nm0117857	nm0004428	1
nm0117857	nm0458868	1
nm0118420	nm0215973	2
nm0118420	nm0507689	5
nm0118420	nm0625950	3
nm0118420	nm0732206	1
nm0118566	nm0444884	1
nm0118566	nm4494930	1
nm0118747	nm0036896	3
nm0118747	nm0076987	2
nm0118747	nm0514445	1
nm0118747	nm1567958	2
nm0118747	nm2611372	1
nm0118747	nm3053945	1
nm0118747	nm3412809	1
nm0118747	nm3728867	1
nm0118748	nm0041784	1
nm0118748	nm0242516	3
nm0118748	nm0507689	1
nm0118748	nm0573573	2
nm0118748	nm0874437	1
nm0118938	nm0620743	1
nm0118938	nm0671656	1
nm0120031	nm0750313	1
nm0120031	nm2381405	1
nm0120455	nm0022424	5
nm0120455	nm0022425	1
nm0120455	nm0585990	1
nm0120455	nm0745575	2
nm0120455	nm1007419	1
nm0120455	nm1144897	2
nm0120455	nm1205153	1
nm0120455	nm1210756	3
nm0120455	nm1519343	2
nm0120455	nm3746096	1
nm0120994	nm0475465	1
nm0120994	nm0950041	1
nm0120995	nm0324960	2
nm0121154	nm0027446	1
nm0121154	nm0123083	1
nm0121154	nm0131651	1
nm0121154	nm0159009	2
nm0121154	nm0162722	3
nm0121154	nm0357371	1
nm0121154	nm0385426	1
nm0121154	nm0402804	1
nm0121154	nm0482794	1
nm0121154	nm0664176	7
nm0121154	nm0679915	1
nm0121154	nm0820310	1
nm0121154	nm0936574	1
nm0121154	nm1373880	2
nm0121154	nm1431798	1
nm0121154	nm3689180	2
nm0121331	nm0111391	2
nm0121331	nm0115751	5
nm0121331	nm0704054	2
nm0121331	nm0704621	3
nm0121331	nm1003469	2
nm0121331	nm1029384	1
nm0121331	nm1653862	1
nm0121402	nm0248336	1
nm0121402	nm0333335	1
nm0121437	nm7057615	1
nm0121653	nm0213928	1
nm0121653	nm0248580	1
nm0122427	nm0107331	1
nm0122427	nm0439986	1
nm0122427	nm0569257	1
nm0122602	nm0137639	1
nm0122602	nm0138588	2
nm0122602	nm0625950	1
nm0122602	nm0704621	2
nm0122602	nm1003469	1
nm0122602	nm1029384	1
nm0122602	nm1653862	1
nm0122654	nm0129573	1
nm0122654	nm0467513	1
nm0122654	nm0861769	3
nm0122654	nm1755555	1
nm0123353	nm0808465	1
nm0123353	nm1236670	1
nm0124244	nm0009207	1
nm0124244	nm0338965	1
nm0124244	nm0677725	1
nm0124244	nm1545605	1
nm0124282	nm2657010	2
nm0125322	nm0024948	1
nm0125322	nm0057463	2
nm0125322	nm0107331	1
nm0125322	nm0110256	1
nm0125322	nm0213928	4
nm0125322	nm0278129	2
nm0125322	nm0490792	1
nm0125322	nm0504716	2
nm0125322	nm0671656	1
nm0125322	nm1028478	1
nm0125322	nm1419400	1
nm0125322	nm1802537	1
nm0125322	nm2003984	1
nm0125336	nm0564768	1
nm0125358	nm0564768	1
nm0126314	nm0400233	1
nm0126314	nm0663764	1
nm0126386	nm1340224	1
nm0126386	nm1660886	1
nm0126485	nm1672371	1
nm0127373	nm0067285	2
nm0127373	nm0628180	1
nm0127373	nm0866082	3
nm0127373	nm3787633	1
nm0127894	nm0001513	1
nm0127894	nm0006552	3
nm0127894	nm0206259	1
nm0127894	nm0232442	1
nm0127894	nm0277204	1
nm0127894	nm0286614	1
nm0127894	nm0294195	2
nm0127894	nm0397500	3
nm0127894	nm3770487	1
nm0128082	nm0363599	2
nm0128082	nm0386832	1
nm0128082	nm0920318	1
nm0128663	nm0003306	1
nm0128663	nm0115751	1
nm0128663	nm0484992	1
nm0128874	nm0313394	1
nm0128874	nm0665494	1
nm0128881	nm1278270	1
nm0129098	nm0609588	1
nm0129098	nm1847815	1
nm0129325	nm0111484	1
nm0129325	nm0401205	1
nm0130172	nm0436048	1
nm0130172	nm0628180	1
nm0130172	nm0655888	1
nm0130172	nm0777372	1
nm0130172	nm0935631	1
nm0130172	nm1052109	1
nm0131969	nm0410504	1
nm0131969	nm0569461	1
nm0132319	nm0849980	1
nm0133947	nm1390995	1
nm0134176	nm0161558	1
nm0134176	nm0277830	2
nm0134176	nm0326506	1
nm0134176	nm0587508	1
nm0134176	nm0887184	2
nm0134176	nm0924062	1
nm0134176	nm0925441	1
nm0134176	nm1318897	1
nm0134176	nm2189280	1
nm0135203	nm0048859	3
nm0135203	nm0299263	2
nm0135203	nm0341145	1
nm0135203	nm0503899	1
nm0135203	nm0604389	1
nm0135203	nm0655128	1
nm0135203	nm0918657	1
nm0136333	nm0069072	3
nm0136333	nm0076987	1
nm0136333	nm0514445	1
nm0136333	nm0721019	2
nm0136333	nm1766652	1
nm0136333	nm2017180	3
nm0138624	nm0542996	2
nm0138624	nm0620743	1
nm0138624	nm0687254	1
nm0138624	nm0705891	4
nm0138624	nm0774019	1
nm0138624	nm0932144	1
nm0138624	nm1861274	2
nm0138624	nm2582069	1
nm0138624	nm3934099	1
nm0138775	nm0496556	1
nm0139111	nm0358447	1
nm0139111	nm0371393	2
nm0139111	nm1014957	1
nm0139111	nm1224918	4
nm0139111	nm1270350	2
nm0139461	nm0081751	2
nm0139461	nm0121997	4
nm0139461	nm0141502	1
nm0139461	nm0652330	3
nm0139461	nm1574545	1
nm0139461	nm3780072	1
nm0139461	nm4047183	1
nm0140893	nm0381868	1
nm0140893	nm1432088	1
nm0141812	nm0056006	1
nm0141812	nm0306802	1
nm0141812	nm0485130	1
nm0141812	nm1016998	1
nm0141812	nm2560560	1
nm0142615	nm0179589	1
nm0142615	nm0313394	1
nm0142615	nm0459425	2
nm0142615	nm0963062	1
nm0142620	nm0205497	1
nm0142620	nm0834426	1
nm0142620	nm1857131	1
nm0143191	nm0750313	1
nm0143191	nm0795533	2
nm0143191	nm2381405	1
nm0143320	nm0100326	1
nm0143320	nm0410824	1
nm0143320	nm1737868	2
nm0143805	nm0083039	2
nm0143805	nm0490868	2
nm0144372	nm0197161	1
nm0144372	nm0331397	1
nm0144372	nm1068980	1
nm0147228	nm0398851	1
nm0147228	nm1064127	1
nm0147698	nm0335344	1
nm0147698	nm0366818	1
nm0147698	nm0697877	1
nm0147698	nm0872658	1
nm0147698	nm1466598	1
nm0148723	nm0013918	1
nm0148723	nm0072557	1
nm0148723	nm0137639	3
nm0148723	nm0507689	1
nm0148723	nm0664176	3
nm0148723	nm0818657	1
nm0148723	nm1660886	1
nm0149290	nm0227261	1
nm0149290	nm9574633	1
nm0149661	nm0130814	1
nm0149661	nm0319685	1
nm0149661	nm0573872	1
nm0149661	nm0885612	1
nm0149669	nm0392977	1
nm0149669	nm0402804	1
nm0149669	nm0482682	1
nm0149669	nm0736201	1
nm0149669	nm0832790	1
nm0149669	nm0850888	1
nm0149669	nm1173259	1
nm0149669	nm5148534	1
nm0149743	nm0159009	1
nm0149743	nm0235920	2
nm0149743	nm0279092	1
nm0149743	nm0604558	1
nm0149743	nm0670266	1
nm0149743	nm0861638	1
nm0149743	nm1010175	1
nm0149743	nm1976860	1
nm0149743	nm2232862	1
nm0149743	nm2635129	1
nm0151358	nm0563930	1
nm0153078	nm0138588	1
nm0153338	nm0036896	2
nm0153338	nm0081960	1
nm0153338	nm0100152	1
nm0153338	nm0168655	1
nm0153338	nm0480804	1
nm0153338	nm2611372	1
nm0153384	nm0319391	1
nm0153384	nm0340495	1
nm0153384	nm0576182	1
nm0153384	nm0741445	1
nm0153384	nm1959955	1
nm0153740	nm0002339	1
nm0153740	nm0111391	2
nm0153740	nm0115751	5
nm0153740	nm0484992	1
nm0153740	nm0806667	1
nm0154674	nm0496556	2
nm0154674	nm0561802	1
nm0154674	nm0738526	1
nm0154674	nm3152781	1
nm0154716	nm0795222	1
nm0155069	nm2503331	2
nm0155961	nm0003183	1
nm0155961	nm0114011	1
nm0155961	nm0136262	1
nm0155961	nm0200637	1
nm0155961	nm0217907	2
nm0155961	nm0321334	1
nm0155961	nm0416341	1
nm0155961	nm0425506	1
nm0155961	nm0450715	1
nm0155961	nm0649715	1
nm0155961	nm0738700	1
nm0155961	nm0946901	1
nm0155961	nm1868284	1
nm0155961	nm4092295	1
nm0156100	nm0343523	1
nm0156100	nm0353456	4
nm0156100	nm0510937	1
nm0156100	nm0673944	1
nm0156100	nm0804759	5
nm0156100	nm0994848	1
nm0156100	nm1334075	1
nm0156314	nm0687254	1
nm0156588	nm0358935	3
nm0156588	nm0366793	1
nm0156588	nm0555684	1
nm0156588	nm0818503	1
nm0156588	nm1016998	1
nm0156588	nm1479574	1
nm0157536	nm0061650	1
nm0157536	nm2507036	1
nm0157536	nm6149404	1
nm0157656	nm0168655	1
nm0157656	nm0341145	2
nm0157656	nm0458868	2
nm0157656	nm0571202	2
nm0157656	nm1558784	1
nm0161330	nm0628180	1
nm0161330	nm1096268	1
nm0161410	nm0713852	2
nm0161410	nm1267221	1
nm0161859	nm1425889	1
nm0161859	nm2899027	1
nm0162112	nm0084034	1
nm0162112	nm0867712	3
nm0162112	nm1373881	1
nm0163694	nm0220049	2
nm0163694	nm0307024	1
nm0163694	nm0566352	1
nm0163694	nm1061992	3
nm0163910	nm0168655	1
nm0163910	nm0632871	1
nm0163910	nm1140110	3
nm0163910	nm1474176	1
nm0163910	nm8516120	2
nm0165527	nm0338965	1
nm0165527	nm0677725	1
nm0165527	nm1180074	1
nm0166074	nm0271400	1
nm0166074	nm5270748	1
nm0166498	nm0215973	3
nm0166498	nm0311937	1
nm0166498	nm0356345	1
nm0166498	nm0625950	5
nm0166498	nm0732206	1
nm0166505	nm1405504	1
nm0167117	nm0391669	1
nm0167117	nm0502824	1
nm0168206	nm0143984	2
nm0168206	nm0300510	2
nm0168206	nm0406220	2
nm0168206	nm0459425	4
nm0168206	nm0516623	1
nm0168206	nm0599924	1
nm0168206	nm0694253	1
nm0168206	nm0808498	1
nm0168206	nm0877427	1
nm0168206	nm0946901	2
nm0169173	nm0330430	1
nm0169182	nm0098073	1
nm0169182	nm0099002	1
nm0169288	nm0521753	1
nm0169288	nm0539103	2
nm0169288	nm0815432	2
nm0169465	nm2229960	1
nm0171651	nm0474176	1
nm0171718	nm0570682	1
nm0171718	nm0874437	1
nm0171719	nm0317354	4
nm0171719	nm0899555	1
nm0171927	nm0099002	2
nm0171927	nm0188312	1
nm0171927	nm0202458	1
nm0171927	nm0223209	2
nm0171927	nm0420246	1
nm0172373	nm0153737	1
nm0172704	nm0009264	1
nm0172704	nm0176682	1
nm0172704	nm0389055	1
nm0172704	nm0444884	1
nm0172704	nm4036280	1
nm0172704	nm4494930	1
nm0172704	nm5787073	1
nm0172704	nm5817341	1
nm0172704	nm5817470	1
nm0172830	nm0951642	1
nm0174585	nm0641609	1
nm0174585	nm1928189	1
nm0175396	nm4042467	1
nm0175657	nm0172670	2
nm0175657	nm0188312	6
nm0175657	nm0616793	1
nm0175657	nm1342242	1
nm0175726	nm0022417	1
nm0175726	nm0625614	1
nm0176197	nm1649293	2
nm0176689	nm0332434	1
nm0176689	nm0450715	1
nm0176689	nm0738700	2
nm0177074	nm0098073	1
nm0177074	nm0099002	1
nm0177532	nm0487628	1
nm0177836	nm0474176	1
nm0178338	nm0501904	3
nm0178338	nm0540695	1
nm0178910	nm0056205	2
nm0179244	nm0556163	1
nm0179851	nm0728619	1
nm0180280	nm0191027	1
nm0180280	nm2397011	1
nm0181001	nm0570877	1
nm0181001	nm0608005	1
nm0181001	nm1138177	1
nm0181001	nm1279203	1
nm0181001	nm3004145	1
nm0182426	nm1194598	1
nm0182459	nm1713233	1
nm0182871	nm0022417	4
nm0182871	nm0069072	1
nm0182871	nm0493778	1
nm0182871	nm0555684	1
nm0182871	nm0609588	1
nm0182871	nm1332931	1
nm0182871	nm2609103	1
nm0182873	nm0268233	1
nm0182873	nm0300510	2
nm0182873	nm0459425	2
nm0182873	nm0507689	3
nm0182873	nm0664176	1
nm0182873	nm0808498	1
nm0183548	nm1725195	2
nm0184586	nm0125777	1
nm0184586	nm0159253	1
nm0184586	nm0343523	1
nm0184586	nm0352471	1
nm0184586	nm0359438	1
nm0184586	nm0906943	1
nm0184734	nm0002349	1
nm0184734	nm0387920	5
nm0185805	nm0141502	1
nm0185805	nm0168189	1
nm0185805	nm0381436	1
nm0185805	nm0493778	1
nm0185805	nm0555684	1
nm0185805	nm0678336	2
nm0185805	nm1420267	1
nm0185805	nm4348121	1
nm0186113	nm3346060	1
nm0186505	nm0004132	1
nm0186505	nm0616793	2
nm0186505	nm2263847	1
nm0186505	nm3251129	2
nm0188027	nm3230651	1
nm0188165	nm0022417	1
nm0188360	nm0536841	1
nm0189101	nm0177512	1
nm0189101	nm0278129	1
nm0189101	nm0490792	1
nm0189105	nm0009017	1
nm0189105	nm0146529	1
nm0189105	nm0281019	3
nm0189105	nm0341145	1
nm0189105	nm0382448	1
nm0189105	nm0416341	2
nm0189105	nm0918657	1
nm0189137	nm0818503	1
nm0189232	nm0058454	1
nm0189232	nm0799886	1
nm0189388	nm0570877	1
nm0189610	nm0083039	2
nm0189610	nm0490868	2
nm0189610	nm0736462	1
nm0189683	nm4042467	1
nm0190780	nm0100326	1
nm0190780	nm0410824	1
nm0190780	nm1737868	2
nm0190859	nm0213928	1
nm0191502	nm0189424	1
nm0191502	nm0517387	1
nm0191502	nm0753251	1
nm0191502	nm0765956	1
nm0191523	nm0189424	1
nm0191523	nm0517387	1
nm0191523	nm0753251	1
nm0191523	nm0765956	1
nm0191612	nm0016074	1
nm0191612	nm0961373	1
nm0191612	nm1106444	1
nm0191612	nm1334133	1
nm0191725	nm0061863	1
nm0191725	nm0636070	1
nm0193681	nm0006759	1
nm0193681	nm0089572	1
nm0193681	nm0135235	1
nm0193681	nm0161457	3
nm0193681	nm0197703	1
nm0193681	nm0260402	1
nm0193681	nm0321877	4
nm0193681	nm0338814	1
nm0193681	nm0662094	1
nm0193681	nm0736307	1
nm0193681	nm1135653	1
nm0197351	nm0353456	2
nm0197351	nm0804759	1
nm0197351	nm1334075	1
nm0198485	nm0180085	1
nm0198804	nm0090672	1
nm0198804	nm0849980	1
nm0198804	nm0861942	1
nm0198804	nm2381398	1
nm0198938	nm0578297	1
nm0198938	nm0628255	1
nm0199948	nm0098073	1
nm0199948	nm0099002	3
nm0199948	nm0172381	1
nm0199948	nm0202458	1
nm0199948	nm0570877	2
nm0199948	nm1279203	1
nm0200005	nm0313514	1
nm0200005	nm1173259	1
nm0200005	nm2724331	2
nm0200005	nm5148534	1
nm0200005	nm5879534	1
nm0200350	nm0003571	1
nm0201304	nm0024948	1
nm0202997	nm0140078	1
nm0202997	nm0179589	1
nm0202997	nm0329074	1
nm0202997	nm0765956	1
nm0203577	nm0548903	1
nm0203577	nm0686095	1
nm0203577	nm0821356	1
nm0203577	nm1131368	1
nm0203577	nm1536222	1
nm0204129	nm0249418	2
nm0204129	nm1790790	2
nm0204129	nm2167039	1
nm0204129	nm2663965	2
nm0204129	nm3956092	2
nm0204129	nm5131036	1
nm0204129	nm5668221	1
nm0204657	nm0130814	3
nm0204657	nm0702929	1
nm0204678	nm0366818	1
nm0204678	nm0826737	1
nm0204920	nm0158895	1
nm0205169	nm0097004	1
nm0205169	nm0137639	1
nm0205223	nm1815347	1
nm0205247	nm0343523	1
nm0205247	nm0395924	1
nm0205247	nm0416341	1
nm0205247	nm0438432	2
nm0205247	nm0576182	2
nm0205247	nm0665494	1
nm0205247	nm2148402	1
nm0208961	nm0126290	2
nm0208961	nm0140764	1
nm0209583	nm0184596	1
nm0209583	nm0295907	2
nm0209583	nm0453889	1
nm0209583	nm0642956	1
nm0209583	nm0826291	1
nm0209583	nm0834426	1
nm0209583	nm0865212	1
nm0213127	nm0333335	1
nm0213127	nm0483091	2
nm0213127	nm0581676	1
nm0213127	nm0587831	1
nm0213127	nm1340224	1
nm0213127	nm1444455	1
nm0213939	nm0350225	2
nm0214036	nm0073316	1
nm0214036	nm0138502	1
nm0214036	nm0343239	1
nm0214036	nm2644205	1
nm0214036	nm5403062	1
nm0215130	nm0343239	1
nm0215245	nm0434838	1
nm0215245	nm0589404	1
nm0215245	nm0620743	1
nm0215269	nm0268233	1
nm0215277	nm0158053	1
nm0215277	nm0341952	2
nm0215277	nm0371393	1
nm0215277	nm0406220	1
nm0215277	nm0657572	1
nm0215277	nm0678336	1
nm0215277	nm0761093	1
nm0215277	nm0765956	2
nm0215277	nm1224918	2
nm0215277	nm1270350	1
nm0215277	nm4090138	1
nm0215277	nm6109024	1
nm0215279	nm6548746	1
nm0215299	nm0022417	1
nm0215299	nm0271090	1
nm0215299	nm0543128	1
nm0215299	nm0813313	2
nm0215299	nm1278270	2
nm0218430	nm0159073	9
nm0218430	nm0406220	1
nm0218430	nm0755287	1
nm0218430	nm0919108	1
nm0218430	nm1171810	4
nm0218430	nm2245755	4
nm0218621	nm0072527	1
nm0218621	nm0075801	1
nm0218621	nm0406220	1
nm0218621	nm0437987	2
nm0218621	nm1329138	1
nm0218621	nm3952372	1
nm0219693	nm0057463	4
nm0219693	nm0213928	9
nm0219693	nm0504716	3
nm0219693	nm0603104	1
nm0219693	nm0704621	1
nm0219693	nm1028478	2
nm0219719	nm0501904	1
nm0220521	nm0616793	1
nm0221762	nm0036896	1
nm0221949	nm0040957	5
nm0221949	nm0067090	1
nm0221949	nm0175907	1
nm0221949	nm0194190	1
nm0221949	nm0270966	1
nm0221949	nm0275234	1
nm0221949	nm0488960	1
nm0221949	nm0587571	1
nm0221949	nm0744794	1
nm0221949	nm0887184	1
nm0221949	nm0896107	1
nm0221949	nm0918666	1
nm0221949	nm1161545	1
nm0222584	nm1558784	1
nm0222624	nm0152640	1
nm0222624	nm0161558	1
nm0222624	nm0175907	2
nm0222624	nm0194190	2
nm0222624	nm0270966	2
nm0222624	nm0277830	1
nm0222624	nm0326506	1
nm0222624	nm0850386	2
nm0223804	nm0121997	1
nm0224482	nm0901880	1
nm0224482	nm3152781	1
nm0224639	nm0321334	1
nm0224639	nm0425506	1
nm0225272	nm0076987	1
nm0225272	nm0131651	5
nm0225272	nm0326177	1
nm0225272	nm0438309	1
nm0225272	nm0438432	1
nm0225272	nm0514445	1
nm0225272	nm0576182	1
nm0225272	nm2838492	1
nm0225272	nm2901688	1
nm0225455	nm0461799	3
nm0225747	nm0333829	1
nm0227704	nm0004447	1
nm0228173	nm0069072	1
nm0228173	nm0237720	1
nm0228627	nm0008408	1
nm0228627	nm0512114	2
nm0228627	nm0674968	1
nm0228627	nm7673453	1
nm0229800	nm0539103	1
nm0229800	nm0815432	1
nm0229801	nm0539103	1
nm0229801	nm0815432	1
nm0231909	nm0137639	2
nm0231909	nm0397500	1
nm0231909	nm0795288	1
nm0231909	nm0886628	1
nm0231909	nm0904201	1
nm0231909	nm1584238	1
nm0231929	nm0003880	2
nm0231929	nm0004055	3
nm0231929	nm0047458	3
nm0231929	nm0152640	2
nm0231929	nm0161558	2
nm0231929	nm0326506	1
nm0231929	nm0376212	3
nm0231929	nm0482794	1
nm0231929	nm0593691	1
nm0231929	nm0697708	3
nm0231929	nm0800358	1
nm0231929	nm0850386	4
nm0231929	nm0931881	1
nm0231929	nm10069934	1
nm0231929	nm1431939	1
nm0231929	nm2038407	1
nm0231929	nm2041101	1
nm0232049	nm0332516	1
nm0232976	nm0137639	1
nm0232976	nm0799886	1
nm0232976	nm1063863	1
nm0232976	nm1584238	1
nm0232981	nm0628180	1
nm0232981	nm0777372	1
nm0232981	nm0825217	1
nm0232981	nm0935631	2
nm0232981	nm1052109	1
nm0233223	nm0002638	1
nm0233223	nm0110786	1
nm0233223	nm0378229	1
nm0233561	nm0138588	1
nm0233561	nm0338555	1
nm0233561	nm0850888	1
nm0234859	nm0137639	1
nm0234859	nm0141502	1
nm0234859	nm0168189	4
nm0234859	nm0373812	1
nm0234859	nm0700463	1
nm0234859	nm0907432	1
nm0234859	nm1660886	1
nm0234859	nm2006934	2
nm0234859	nm4348121	1
nm0236305	nm0514379	1
nm0236305	nm0699276	1
nm0236421	nm1652456	1
nm0236494	nm0613774	1
nm0236494	nm0725147	1
nm0237574	nm0178243	1
nm0237574	nm1003804	1
nm0237574	nm1015441	1
nm0238035	nm0004428	1
nm0238035	nm0081960	1
nm0238035	nm0840239	1
nm0238035	nm1131528	1
nm0238035	nm2715597	1
nm0238841	nm0582978	1
nm0238841	nm1022303	1
nm0239229	nm0152640	1
nm0239229	nm0217907	1
nm0239229	nm0319666	1
nm0239229	nm0341952	1
nm0239229	nm0420326	1
nm0239229	nm0434877	1
nm0239229	nm1548657	1
nm0239229	nm2711410	1
nm0239635	nm0434838	1
nm0240384	nm0044803	1
nm0240384	nm0159073	11
nm0240384	nm0268233	1
nm0240384	nm0755287	5
nm0240384	nm0800358	1
nm0240384	nm0919108	3
nm0240384	nm1171810	7
nm0240384	nm2245755	4
nm0242059	nm0003437	1
nm0242378	nm1003483	1
nm0242378	nm2666321	1
nm0243019	nm0002638	1
nm0243019	nm0139283	3
nm0243019	nm0270966	5
nm0243019	nm0320349	1
nm0243019	nm0356345	1
nm0243019	nm0475465	1
nm0243019	nm0475960	1
nm0243019	nm2140990	2
nm0243231	nm0739099	3
nm0243231	nm4772395	1
nm0243233	nm0739099	3
nm0243233	nm4772395	1
nm0245736	nm0299263	1
nm0247063	nm0278129	1
nm0247063	nm0482682	1
nm0247063	nm0490792	1
nm0247063	nm1064127	1
nm0247475	nm0073081	1
nm0247495	nm0665494	1
nm0247495	nm1063802	1
nm0247495	nm5966976	1
nm0247609	nm0199733	3
nm0247609	nm0277655	1
nm0247609	nm0548932	2
nm0247609	nm0616793	6
nm0247609	nm3131414	1
nm0247613	nm0935298	1
nm0247875	nm1017665	1
nm0247875	nm1046676	1
nm0247875	nm2702212	1
nm0247875	nm7403524	1
nm0248404	nm0024948	1
nm0248404	nm0163102	1
nm0248404	nm0319685	3
nm0248404	nm0341952	1
nm0248404	nm0371393	1
nm0248404	nm0472600	1
nm0248404	nm0765956	2
nm0248404	nm1224918	1
nm0248404	nm1270350	1
nm0248404	nm1964640	1
nm0248404	nm6446567	1
nm0248746	nm0217907	1
nm0248746	nm0582481	1
nm0248746	nm0703729	1
nm0249421	nm0004079	1
nm0249421	nm0036896	4
nm0249421	nm0543128	2
nm0249421	nm0925441	1
nm0249421	nm0929955	1
nm0249421	nm0946901	2
nm0249421	nm1278270	2
nm0249421	nm2204043	1
nm0250409	nm0240794	2
nm0250409	nm0282165	1
nm0250409	nm0709398	1
nm0250668	nm0395924	1
nm0250668	nm0438309	3
nm0250668	nm0438432	1
nm0250668	nm0567166	1
nm0250668	nm0576182	1
nm0250668	nm0696528	1
nm0250668	nm0761093	1
nm0250668	nm0765956	1
nm0250668	nm0800358	1
nm0250701	nm0324960	1
nm0250735	nm0394675	1
nm0250735	nm0894916	1
nm0251050	nm0187351	2
nm0251050	nm0507689	1
nm0251050	nm0761093	1
nm0251050	nm0765956	2
nm0251050	nm0850888	1
nm0251050	nm0924693	1
nm0251050	nm0944956	1
nm0251050	nm1469826	1
nm0251328	nm0076987	2
nm0251328	nm0123083	2
nm0251328	nm0338814	1
nm0251328	nm0461799	1
nm0251328	nm0624167	2
nm0251328	nm1531276	1
nm0251328	nm1660886	1
nm0251328	nm3059930	1
nm0251395	nm0002349	1
nm0251395	nm0069072	1
nm0251395	nm0143984	1
nm0251395	nm0237720	1
nm0251395	nm0459425	1
nm0251395	nm0516623	1
nm0251395	nm0536841	1
nm0251395	nm0825190	1
nm0251395	nm1006158	1
nm0251550	nm0111275	2
nm0251550	nm0658108	1
nm0251594	nm0319666	2
nm0251825	nm0004634	2
nm0251825	nm0283234	1
nm0251825	nm0325494	1
nm0251825	nm1466598	1
nm0252014	nm0072557	1
nm0252014	nm0135235	1
nm0252014	nm0416341	1
nm0252014	nm0734165	1
nm0252014	nm0872823	1
nm0253624	nm0434838	2
nm0254045	nm0529123	1
nm0254120	nm0138588	6
nm0254120	nm0338555	1
nm0254120	nm0625950	3
nm0254120	nm0850888	3
nm0254213	nm0024948	1
nm0254213	nm0058454	1
nm0254213	nm0942060	1
nm0254213	nm2064480	1
nm0254660	nm0885612	1
nm0254945	nm0004475	1
nm0254945	nm0167708	1
nm0254945	nm0788737	1
nm0255473	nm4349919	1
nm0255669	nm0010780	1
nm0255878	nm0111275	1
nm0255946	nm1267221	2
nm0256722	nm0262052	1
nm0256722	nm0341952	1
nm0256722	nm0475970	1
nm0256722	nm0703729	1
nm0256722	nm2109010	1
nm0257145	nm0438382	1
nm0257145	nm0875486	1
nm0257171	nm0153737	1
nm0257171	nm0436048	1
nm0257171	nm0879968	2
nm0257171	nm2045468	1
nm0257306	nm0331397	2
nm0257306	nm0522714	2
nm0258425	nm0048739	1
nm0258425	nm0485130	1
nm0258425	nm0851395	1
nm0258425	nm1475461	1
nm0258473	nm0235920	1
nm0258473	nm0592535	1
nm0258473	nm0925441	2
nm0259275	nm0152113	1
nm0259275	nm1721362	1
nm0259275	nm3606994	1
nm0260101	nm0381727	1
nm0260101	nm2263847	1
nm0260101	nm3251129	1
nm0260101	nm5148534	1
nm0260547	nm0808329	1
nm0260547	nm0808471	1
nm0260547	nm1230683	1
nm0260547	nm1333905	1
nm0260870	nm0022417	1
nm0260870	nm0230361	1
nm0260870	nm0290735	2
nm0260870	nm0294195	1
nm0260870	nm0313514	1
nm0260870	nm0543128	1
nm0260870	nm0589404	1
nm0260870	nm0658402	1
nm0260870	nm0813313	1
nm0260870	nm0839660	1
nm0260870	nm0934855	3
nm0260870	nm1084723	1
nm0260870	nm1116536	1
nm0260870	nm1131421	1
nm0260870	nm1278270	3
nm0260870	nm1514487	1
nm0261176	nm0011850	1
nm0261176	nm0232916	1
nm0261176	nm0434838	1
nm0261176	nm1383535	1
nm0261176	nm1881236	1
nm0261922	nm0002494	1
nm0261922	nm0027446	1
nm0261922	nm0113596	3
nm0261922	nm0177512	1
nm0261922	nm0321877	1
nm0261922	nm0366818	1
nm0261922	nm0664176	1
nm0261922	nm0859490	1
nm0261922	nm1659835	1
nm0263352	nm1314213	1
