nconst	closeness	betweenness	degree	primaryName	gender
nm0505711	0.2375676170068205	5.924681271464247e-07	0.0012523481527864746	Salamo Levin	male
nm0505741	0.26671556403109875	0.0	0.0006261740763932373	Victor Levin	male
nm0505782	0.30397565787273884	0.00022738062086673886	0.0018785222291797118	Dan Levine	male
nm0505788	0.3249454909389856	0.005393879609702938	0.006261740763932373	Deborah Joy LeVine	female
nm0505934	0.3218394873791907	0.0009282389857995126	0.0031308703819661866	Richard Levine	male
nm0506027	0.3508006945784295	0.004063705240120533	0.005009392611145898	Chris Levinson	female
nm0506032	0.2934947538337369	0.0	0.0006261740763932373	David Levinson	male
nm0506087	0.22426425241137726	0.0	0.0006261740763932373	Richard Levinson	male
nm0506094	0.24343285580398982	0.0	0.0006261740763932373	Sam Levinson	male
nm0506100	0.2673587624621357	0.000609388112668337	0.005009392611145898	Stephen Levinson	male
nm0506160	0.24590873434499175	0.0005502381052816498	0.004383218534752661	Steven Levitan	male
nm0506506	0.26311828890625455	0.00028059286838048744	0.0031308703819661866	Lawrence H. Levy	male
nm0506712	0.26056923385594316	0.0	0.0006261740763932373	Scott Lew	male
nm0506938	0.21639570588655352	0.0	0.0006261740763932373	Arthur Bernard Lewis	male
nm0507465	0.28744427229898506	4.221295623512939e-05	0.0012523481527864746	Lester Lewis	male
nm0509078	0.2981144449909821	6.058030685952464e-05	0.0018785222291797118	Cindy Lichtman	female
nm0509340	0.33318673263698	0.0038974268692049735	0.005635566687539136	Jeffrey Lieber	male
nm0509425	0.23055463975045015	0.0	0.0006261740763932373	Paul Lieberstein	male
nm0510450	0.26255595667870035	0.0	0.0006261740763932373	Brenda Lilly	female
nm0511541	0.31403502711665343	0.0033585367567499544	0.006261740763932373	Damon Lindelof	male
nm0512894	0.22426425241137726	0.0	0.0006261740763932373	William Link	male
nm0513170	0.29905588999638144	0.0016158389531524518	0.0018785222291797118	John Linson	male
nm0513486	0.2997461175772363	0.0010213623850514727	0.0018785222291797118	Dmitry Lipkin	male
nm0513500	0.25892170544843496	0.00017964811398069923	0.0012523481527864746	Daniel Lipman	male
nm0513658	0.297412241960284	0.0013530668650488617	0.005009392611145898	Amy Lippman	female
nm0513766	0.30454591135975345	0.0004362641645627017	0.0031308703819661866	Andrew Lipsitz	male
nm0514011	0.3372157720983716	0.005272685414320575	0.0068879148403256105	Jonathan Lisco	male
nm0514199	0.24937594294335483	0.0002800713982931639	0.0018785222291797118	Mark Lisson	male
nm0514735	0.3019764158777612	0.0002581740622192328	0.0018785222291797118	Stacy A. Littlejohn	female
nm0514778	0.27926765582281204	0.0004766815472980016	0.0018785222291797118	Jeremy R. Littman	male
nm0515941	0.24590873434499175	0.0005502381052816498	0.004383218534752661	Christopher Lloyd	male
nm0516141	0.24351110277770338	6.167112417505166e-05	0.0012523481527864746	Stephen Lloyd	male
nm0517188	0.2806990459134838	1.2578037695219535e-05	0.0012523481527864746	Jeph Loeb	male
nm0517418	0.2958250626403306	6.866383684854855e-05	0.0018785222291797118	Daniel Loflin	male
nm0517465	0.23726999869502804	0.0	0.0006261740763932373	Christopher Lofton	male
nm0517589	0.25875957077391626	0.0005211235872793365	0.0018785222291797118	John Logan	male
nm0518366	0.27906191484789883	0.0	0.0006261740763932373	Frank Lombardi	male
nm0519133	0.25538668988959745	0.0	0.0006261740763932373	Pamela K. Long	female
nm0519803	0.27292923834399113	1.8379186101578875e-05	0.0012523481527864746	Dean Lopata	male
nm0521143	0.28639385061273354	0.0018707484661693917	0.0018785222291797118	Chuck Lorre	male
nm0523299	0.3189712641661696	0.003614448418340694	0.0031308703819661866	Bob Lowry	male
nm0524095	0.21044468621958842	0.0	0.0006261740763932373	Caryn Lucas	female
nm0527109	0.2967714556197565	0.0001870765687881094	0.0018785222291797118	Rod Lurie	male
nm0527160	0.2400137286479922	2.085136315868502e-05	0.0018785222291797118	Joy Kecken	female
nm0527588	0.22299899428459294	0.0	0.0006261740763932373	Lisa Lutz	female
nm0528480	0.253450054364493	0.0002921700387635647	0.002504696305572949	Tommy Lynch	male
nm0531973	0.26717018837981604	0.00039475082706351167	0.0031308703819661866	William J. MacDonald	male
nm0533582	0.25531496615833965	0.0	0.0006261740763932373	Barb Mackintosh	female
nm0533853	0.25777639152749027	0.00017756665169183175	0.0012523481527864746	Michael MacLennan	male
nm0533976	0.2617244853893767	0.0	0.0006261740763932373	Patrick Macmanus	male
nm0534352	0.2312937285332655	0.0	0.0006261740763932373	Malcolm MacRury	male
nm0534639	0.22361333169351863	3.174667195292462e-06	0.0012523481527864746	Robin Madden	female
nm0534731	0.2919677554035392	3.352331189235321e-05	0.0012523481527864746	Tom Maddox	male
nm0535348	0.3114956313174576	0.0018106578523465987	0.0037570444583594235	Steven Maeda	male
nm0535940	0.2987021521274848	0.00024220866466077214	0.002504696305572949	Maria Maggenti	female
nm0537542	0.2972760864589124	0.0	0.0006261740763932373	Tim Maile	male
nm0537885	0.29330537183416683	0.0	0.0006261740763932373	Jennifer Maisel	female
nm0539719	0.25438621037020454	0.0	0.0006261740763932373	Greg Malins	male
nm0539820	0.26595091127168474	9.355260662789734e-05	0.0012523481527864746	George Malko	male
nm0540468	0.2918927596724996	0.0	0.0006261740763932373	Mark Malone	male
nm0541514	0.2146787257656977	0.0	0.0006261740763932373	T.J. Mancini	male
nm0542304	0.20915679282181066	0.0	0.0006261740763932373	Damani Mangum	male
nm0542328	0.24283462884312312	0.0	0.0006261740763932373	Chris Manheim	female
nm0542493	0.25166791241037567	1.64727708640712e-05	0.0018785222291797118	Justin Monjo	male
nm0542535	0.34062722469931433	0.007203018138331546	0.007514088916718847	John Mankiewicz	male
nm0542642	0.262147120735892	0.0	0.0006261740763932373	Ami Canaan Mann	female
nm0542960	0.24031827433979222	0.0	0.0006261740763932373	Seith Mann	male
nm0543362	0.26249530794329107	0.0006075394837785845	0.0031308703819661866	Richard Manning	male
nm0543612	0.29387425246484566	0.0002658154580488669	0.0012523481527864746	James Manos Jr.	male
nm0543906	0.30063824861933264	2.92023493804196e-05	0.0018785222291797118	Arla Sorkin Manson	female
nm0543911	0.3345354185832567	0.0034325028601904875	0.005635566687539136	David Manson	male
nm0543919	0.23506140917905624	0.0001553362021019969	0.002504696305572949	Graeme Manson	male
nm0543967	0.2799728988943981	5.632884351320298e-06	0.0012523481527864746	Mona Mansour	female
nm0544595	0.32275357688074696	0.0027072991293416847	0.005009392611145898	David Maples	male
nm0545150	0.27005911534919647	0.0	0.0006261740763932373	Kelly Marcel	female
nm0545641	0.2741473417568831	0.0	0.0006261740763932373	Jhoni Marchinko	female
nm0548221	0.2917616098077602	0.0001128976237896087	0.0018785222291797118	Bonnie Mark	female
nm0548719	0.2557171387584034	0.0006116381375828552	0.0018785222291797118	Brad Markowitz	male
nm0549256	0.2988789163954368	6.491672261864084e-05	0.002504696305572949	Andrew W. Marlowe	male
nm0550158	0.31655001915108466	0.0012991307138705706	0.0037570444583594235	Corinne Marrinan	female
nm0551167	0.22805609211549557	0.0	0.0006261740763932373	Scott Marshall	male
nm0551892	0.27329024500225463	2.32677522701444e-05	0.0012523481527864746	Alicia Martin	female
nm0552588	0.3384964813642626	0.008793501784673205	0.00939261114589856	Julie Martin	female
nm0552624	0.2748601662887377	3.8344323806488076e-05	0.0031308703819661866	Ken Martin	male
nm0553104	0.2548854683601088	0.0	0.0006261740763932373	Suzanne Martin	female
nm0553308	0.2648198316292348	0.0	0.0006261740763932373	Mike Martineau	male
nm0553796	0.27995565546761925	0.0	0.0006261740763932373	Derick Martini	male
nm0553855	0.27995565546761925	0.0	0.0006261740763932373	Steven Martini	male
nm0556435	0.326861539567828	0.004803091229425246	0.006261740763932373	John Masius	male
nm0557270	0.29509527055539325	3.891963866112832e-05	0.0012523481527864746	Patrick Massett	male
nm0557895	0.2657798567460897	0.0	0.0006261740763932373	William Mastrosimone	male
nm0560033	0.272063444560826	0.00010894485790252837	0.0012523481527864746	Gina Matthews	female
nm0561978	0.23148218878109642	0.0001921699039714334	0.002504696305572949	Jackie May	female
nm0563301	0.2276449229998748	0.0	0.0006261740763932373	Craig Mazin	male
nm0564016	0.2515982619765865	0.0	0.0006261740763932373	Grant McAloon	male
nm0564497	0.29144359311383966	6.36976234996476e-05	0.0018785222291797118	Peter McCabe	male
nm0564664	0.21342880619791055	1.7503827597803332e-06	0.0012523481527864746	Marsh McCall	male
nm0564827	0.19366039665125792	0.0	0.0006261740763932373	Tim McCanlies	male
nm0565220	0.3084099467381348	0.0009415779682564558	0.006261740763932373	Laurie McCarthy	female
nm0565336	0.2570475301835044	0.0	0.0006261740763932373	Tom McCarthy	male
nm0565611	0.24121096341107484	0.0	0.0006261740763932373	Johnathan McClain	male
nm0566503	0.19252027699540458	0.0	0.0006261740763932373	Blake McCormick	male
nm0566552	0.2957288312026284	0.0006706998622826243	0.0037570444583594235	Kathy McCormick	female
nm0566972	0.3262047436219455	0.0016190659661664045	0.005009392611145898	Judy McCreary	female
nm0566998	0.29669397212884696	0.0016333438141675446	0.002504696305572949	Gigi McCreery	female
nm0569130	0.3089759711790096	0.00037331208376417604	0.0018785222291797118	Ron McGee	male
nm0569210	0.3208399505911417	0.0012742523150589147	0.002504696305572949	Josann McGibbon	female
nm0571341	0.2527875872424436	0.0	0.0006261740763932373	Bruce C. McKenna	male
nm0571346	0.2562360833168917	0.0	0.0006261740763932373	David McKenna	male
nm0571706	0.25655425426837875	0.0	0.0006261740763932373	Vince McKewin	male
nm0571964	0.27540973673846525	0.000552247808024614	0.002504696305572949	Ray McKinnon	male
nm0572295	0.21377007548145885	0.0	0.0006261740763932373	Christian McLaughlin	male
nm0572352	0.3233505246309799	0.0007027449604144014	0.0018785222291797118	John J. McLaughlin	male
nm0572982	0.2657798567460897	7.3109793863002015e-06	0.0012523481527864746	Mike McMahan	male
nm0573185	0.25304088846828293	0.0	0.0006261740763932373	Susan McMartin	male
nm0573336	0.2810809139535603	0.0003216084023957421	0.002504696305572949	Tracy McMillan	female
nm0573429	0.27005911534919647	0.0	0.0006261740763932373	Luke McMullen	male
nm0573652	0.2687180396677603	0.0	0.0006261740763932373	Bernadette McNamara	female
nm0573695	0.3096495112231343	0.0015307793866551102	0.004383218534752661	John McNamara	male
nm0573732	0.2476504399466071	0.0006470356909394881	0.0031308703819661866	Sean McNamara	male
nm0574509	0.2554297434744739	0.0	0.0006261740763932373	Will McRobb	male
nm0577334	0.3136449887873038	0.0012261180349238477	0.002504696305572949	Lisa Melamed	female
nm0578177	0.20668409685119926	0.0	0.0006261740763932373	David H. Melnick	male
nm0578536	0.30893397220239915	0.000291380598127199	0.0012523481527864746	Jeff Melvoin	male
nm0578771	0.26517515970014294	3.1076966733070717e-05	0.0018785222291797118	Ivan Menchell	male
nm0578856	0.3311719063057812	0.003634891486449704	0.013775829680651221	Carol Mendelsohn	female
nm0579775	0.30740878504040847	0.0	0.0006261740763932373	Joe Menosky	male
nm0580166	0.2901599055248795	0.0	0.0006261740763932373	Kimberly Mercado	female
nm0580334	0.22376744529500087	0.000748701160458768	0.0012523481527864746	Dan Merchant	male
nm0580559	0.2430813658119201	0.0	0.0006261740763932373	Anne Meredith	female
nm0581613	0.21165979837489232	0.0	0.0006261740763932373	Michael Merton	male
nm0582396	0.26742167965877334	7.432618968344974e-05	0.0012523481527864746	Alex Metcalf	male
nm0583037	0.196907015529901	0.0	0.0006261740763932373	Bob Myer	male
nm0583264	0.2871900173748223	9.69330043042729e-06	0.0018785222291797118	Marlane Meyer	female
nm0583292	0.25464272709447916	0.0	0.0006261740763932373	Nicholas Meyer	male
nm0583397	0.29561343608753615	0.0006700201439071988	0.0012523481527864746	Turi Meyer	male
nm0583404	0.262147120735892	0.0	0.0006261740763932373	W.K. Scott Meyer	male
nm0583514	0.29913461222072324	5.520396785608004e-05	0.0018785222291797118	Darcy Meyers	male
nm0585319	0.3106016604598722	0.005042846669356323	0.0037570444583594235	Lizzie Mickery	female
nm0585344	0.2399503787578853	0.00012003274345309499	0.0018785222291797118	Jim Mickle	male
nm0586922	0.28923674079730205	7.067522990341779e-05	0.0018785222291797118	Ron Milbauer	male
nm0586965	0.2787709668516758	0.0013256057786751494	0.005009392611145898	David Milch	male
nm0587283	0.249883180781177	2.6856445659618355e-05	0.0018785222291797118	Enzo Mileti	male
nm0587494	0.3032456052570132	0.00030854719705775705	0.0031308703819661866	Frank Military	male
nm0587518	0.2567571384189567	1.730040561986854e-05	0.0018785222291797118	John Milius	male
nm0587692	0.2506963020158288	0.0005852549940795412	0.004383218534752661	Miles Millar	male
nm0587884	0.263346948234408	2.6175998190905837e-05	0.0012523481527864746	Andrew Miller	male
nm0587905	0.2953061555952574	0.00016709459868723521	0.002504696305572949	Anna C. Miller	female
nm0588005	0.33636733636733634	0.005023765285406918	0.008766437069505322	Bruce Miller	male
nm0588128	0.30772094912500425	0.0013864382914013636	0.0037570444583594235	Corey Miller	male
nm0588375	0.21379018413564424	7.038622825261856e-05	0.0018785222291797118	Gary H. Miller	male
nm0588536	0.2857277556023509	0.0	0.0006261740763932373	James Andrew Miller	male
nm0588679	0.2516818471249412	0.00041620452130474675	0.0018785222291797118	Joshua John Miller	male
nm0588936	0.3194195565862057	0.0007263270258137928	0.002504696305572949	Matthew Miller	male
nm0589043	0.2996868303939344	0.000985637352173994	0.0031308703819661866	Nancy Miller	female
nm0589390	0.18241467183016635	0.0022452625590695364	0.0031308703819661866	Susan Miller	female
nm0589410	0.29690714915575295	2.5912739536795214e-05	0.0018785222291797118	Terri Edda Miller	female
nm0589957	0.2454174877844667	0.0001112530168424363	0.0018785222291797118	David Mills	male
nm0591101	0.33367590383556617	0.002924498169756377	0.005009392611145898	Tim Minear	male
nm0591517	0.17466904912867215	0.00023153546357310256	0.002504696305572949	Michael Minnis	male
nm0591673	0.2972760864589124	0.0	0.0006261740763932373	Terri Minsky	female
nm0592254	0.30753357464226516	0.0024598004592750193	0.002504696305572949	Nicole Mirante-Matthews	female
nm0592969	0.2697225930870791	0.0002189945243618617	0.0018785222291797118	Mike Mistovich	male
nm0593749	0.3046071368738482	0.0007810374038825934	0.0037570444583594235	Steven Long Mitchell	male
nm0595209	0.290326701370038	3.7210248948945915e-05	0.0012523481527864746	Becky Mode	female
nm0595913	0.25080696333489666	0.0	0.0006261740763932373	Peter Mohan	male
nm0596201	0.31196595861500975	0.000747093031981422	0.0018785222291797118	Darin Moiselle	female
nm0596429	0.1821515157586808	0.0	0.0006261740763932373	Steven Molaro	male
nm0596711	0.3372407908891939	0.0013551483009628961	0.004383218534752661	Jose Molina	male
nm0597443	0.24834048132870762	0.003063636649330813	0.0018785222291797118	Jack Monaco	male
nm0597521	0.2610031293962275	0.00019346702079033404	0.0012523481527864746	David Monahan	male
nm0598996	0.309102036652953	0.006381289671060295	0.0037570444583594235	Ben Montanio	male
nm0599088	0.20866711042761724	7.930783774419356e-06	0.0012523481527864746	Eric Monte	male
nm0600132	0.24793410968991192	7.28101076480671e-05	0.0037570444583594235	Erica Montolfo-Bura	female
nm0601822	0.3376666790476544	0.0047583155455530836	0.008140262993112084	Ronald D. Moore	male
nm0601826	0.2409935583066034	2.4820440941072117e-06	0.0012523481527864746	Rosalind Moore	female
nm0601901	0.2284113464485817	0.0	0.0006261740763932373	Steven Dean Moore	male
nm0602981	0.3186582074380455	0.0015294547028339518	0.005635566687539136	Thomas L. Moran	male
nm0603867	0.32627498833578583	0.007541744087626531	0.0068879148403256105	Alfonso H. Moreno	male
nm0604263	0.30730487104080045	4.6621879873063135e-05	0.0012523481527864746	Bobby Moresco	male
nm0604555	0.25643846435925644	0.0	0.0006261740763932373	Chris Morgan	male
nm0604587	0.31121837663893737	0.0	0.0006261740763932373	Darin Morgan	male
nm0604688	0.32559722072991654	0.0020468654709809254	0.0018785222291797118	Glen Morgan	male
nm0606313	0.30304343478115936	0.0007548300361109202	0.0031308703819661866	Norman Morrill	male
nm0607725	0.29768492746979275	0.000519561128617653	0.0018785222291797118	Cynthia Mort	female
nm0608790	0.31661616689304495	0.002134098640366338	0.005635566687539136	Larry Moskowitz	male
nm0609315	0.2796628418494478	0.0003021256890423155	0.0037570444583594235	D. Brent Mote	male
nm0612330	0.20814158481580694	2.5220148900259355e-06	0.0012523481527864746	Theresa Mulligan	female
nm0612501	0.25313953164592207	9.055879311075736e-05	0.0018785222291797118	Terry Mulroy	male
nm0612768	0.320432836346974	0.0017783019276813605	0.005635566687539136	Chris Mundy	male
nm0612855	0.2560340214605571	0.00038053914900697803	0.002504696305572949	Robert Munic	male
nm0613271	0.27795273183110647	0.000187175290114692	0.0012523481527864746	Trevor Munson	male
nm0614050	0.2713164413406154	5.061113973294094e-06	0.0012523481527864746	Christopher Murphey	male
nm0614371	0.2645886085159638	2.786696788035096e-06	0.0012523481527864746	Joey Murphy	male
nm0614682	0.3358454320440356	0.007570079076750044	0.011897307451471509	Ryan Murphy	male
nm0614693	0.31121837663893737	0.0	0.0006261740763932373	Scott Murphy	male
nm0614880	0.35069243528912547	0.00449669779375716	0.005009392611145898	Charles Murray	male
nm0615373	0.24121096341107484	0.0	0.0006261740763932373	Peter Murrieta	male
nm0616589	0.28791765637371336	0.0010894614971754559	0.002504696305572949	Nancylee Myatt	female
nm0616685	0.29574807248121276	3.584106553813369e-05	0.0012523481527864746	Dee Dee Myers	female
nm0616712	0.20127526734120044	0.0	0.0006261740763932373	Fran Myers	female
nm0616797	0.2085426559309981	0.0	0.0006261740763932373	Marsha Myers	female
nm0618675	0.23627101905034176	0.0	0.0006261740763932373	Jerry Nachman	male
nm0618680	0.3194869091548058	0.0003176390385264801	0.0018785222291797118	Jeffrey Nachmanoff	male
nm0619361	0.3011361754281361	0.00042910501116646916	0.0031308703819661866	Margaret Nagle	female
nm0619408	0.2963844423434291	0.00046603870350646955	0.0018785222291797118	Matthew Negrete	male
nm0621708	0.31438254314071307	0.007144270185597348	0.0031308703819661866	D.J. Nash	male
nm0622250	0.32992197423335146	0.0014769260607118135	0.0031308703819661866	Robert Nathan	male
nm0622262	0.2796112324301049	0.0001138898786102884	0.0018785222291797118	Stephen Nathan	male
nm0622291	0.23797806340148164	0.0003744346724600608	0.0018785222291797118	Julie Nathanson	female
nm0622535	0.3217255901192625	0.0010064581012407265	0.0031308703819661866	Geoffrey Nauffts	male
nm0623238	0.3228911383413248	0.0011869076626008952	0.005009392611145898	Sunil Nayar	male
nm0623738	0.2768017537983741	0.0011894564177454344	0.0031308703819661866	Aubrey Nealon	male
nm0623942	0.20174874059608086	0.0	0.0006261740763932373	Bruce Neckels	male
nm0624038	0.25655425426837875	0.00014391792134391238	0.0018785222291797118	Ben Nedivi	male
nm0624645	0.2882097454268776	0.00031242835650682445	0.0018785222291797118	Geoffrey Neigher	male
nm0625158	0.2847968422041916	0.0	0.0006261740763932373	Arty Nelson	male
nm0625198	0.2950761141224967	0.0006108372980169585	0.002504696305572949	Brian Nelson	male
nm0625605	0.1810271012963221	9.351756819844869e-05	0.0012523481527864746	Matthew Nelson	male
nm0625639	0.3037928153717627	0.00046600992392138436	0.0018785222291797118	Noah Nelson	male
nm0625858	0.3191728399396131	0.0012101701473934807	0.0037570444583594235	André Nemec	male
nm0627537	0.184323107803978	0.0	0.0006261740763932373	Craig J. Nevius	male
nm0628057	0.25080696333489666	0.0	0.0006261740763932373	David Newman	male
nm0628214	0.3189041288104676	0.0006186577258934756	0.0037570444583594235	Molly Newman	female
nm0628548	0.336666296337444	0.0032180998296255053	0.005009392611145898	Kim Newton	female
nm0629572	0.24092969019160948	0.0	0.0006261740763932373	David Nichols	male
nm0630070	0.2594981874232866	7.839389852460834e-06	0.0012523481527864746	Bob Nickman	male
nm0630437	0.23525606189995601	0.000187175290114692	0.0012523481527864746	Peggy Nicoll	female
nm0632525	0.1861727181503553	8.244152164363908e-05	0.0018785222291797118	Leslie Nipkow	female
nm0633180	0.27317527569939	0.00023957502390770674	0.002504696305572949	Matt Nix	male
nm0633202	0.2231303536803868	0.0041490680786116455	0.006261740763932373	Agnes Nixon	female
nm0633425	0.3466275212567202	0.00501769428481499	0.005009392611145898	Peter Noah	male
nm0634300	0.30753357464226516	0.0018652243855752648	0.0031308703819661866	Jonathan Nolan	male
nm0634307	0.23729477173657695	0.0	0.0006261740763932373	Ken Nolan	male
nm0635568	0.2991542992530192	0.00018960928178842433	0.0018785222291797118	Marsha Norman	female
nm0635873	0.2686386336101179	7.175644624226794e-07	0.0012523481527864746	Pamela Norris	female
nm0635998	0.3241344885370984	0.004402260198460648	0.004383218534752661	Dayna Lynne North	female
nm0637493	0.2657798567460897	0.0	0.0006261740763932373	Cyrus Nowrasteh	male
nm0637497	0.3441865747927157	0.005830412179164689	0.007514088916718847	Marti Noxon	female
nm0638913	0.27115459182151697	0.0	0.0006261740763932373	Ron Nyswaner	male
nm0639328	0.34027023992214694	0.007761864823681827	0.0068879148403256105	Rockne S. O'Bannon	male
nm0639434	0.3155611093755424	0.0036961961886067362	0.0037570444583594235	Barry O'Brien	male
nm0640713	0.2885390548132161	2.543208756202223e-05	0.0018785222291797118	Lawrence O'Donnell	male
nm0640847	0.20210755652386564	0.0	0.0006261740763932373	Tim O'Donnell	male
nm0641451	0.2601963421963994	0.0008188007347724829	0.002504696305572949	Dan O'Keefe	male
nm0642591	0.28605141436707465	0.004833496228162292	0.0037570444583594235	Dan O'Shannon	male
nm0643824	0.3380936442411395	0.004661053649074379	0.005009392611145898	Peter Ocko	male
nm0645640	0.27695354150799695	0.003315168582771932	0.005009392611145898	Richard C. Okie	male
nm0646928	0.2810114061389138	0.00021154611897268886	0.002504696305572949	Lyla Oliver	female
nm0647739	0.29041944861514873	0.0013681026595043972	0.005009392611145898	Mark V. Olsen	male
nm0649335	0.19315019015446067	0.0	0.0006261740763932373	Nguyen Orange	female
nm0649460	0.3138182194759916	0.0008869890670330082	0.006261740763932373	Roberto Orci	male
nm0649699	0.21886510821677058	0.0	0.0006261740763932373	Andrew Orenstein	male
nm0650202	0.3178115714036008	0.0012793564416761804	0.005635566687539136	Jack Orman	male
nm0651580	0.24458554171486993	0.0	0.0006261740763932373	Marilyn Osborn	female
nm0651592	0.2657643172450083	0.0	0.0006261740763932373	Ron Osborn	male
nm0653899	0.32469016750598234	0.0032314126319335427	0.005635566687539136	Eric Ellis Overmyer	male
nm0654548	0.30544635957396765	0.00027688583387027853	0.0018785222291797118	Jan Oxenberg	female
nm0655615	0.2682106505384275	0.0	0.0006261740763932373	Dustin Paddock	male
nm0656700	0.2907910309311326	0.00035660851943542773	0.0018785222291797118	Daniel Paige	male
nm0656739	0.28995630402194367	0.00023664019163268198	0.0012523481527864746	Peter Paige	male
nm0656749	0.2659820357529477	4.920364979064451e-05	0.0012523481527864746	Sue Paige	female
nm0657408	0.3146219069043087	0.0010389114748837031	0.0018785222291797118	Doug Palau	male
nm0657763	0.27918189356017564	0.00047076364869993764	0.0018785222291797118	Daniel Palladino	male
nm0657970	0.3224330555062954	0.0011317643664548731	0.002504696305572949	Robert Palm	male
nm0661046	0.2645886085159638	2.786696788035096e-06	0.0012523481527864746	John Pardee	male
nm0662591	0.1972060131456214	0.0	0.0006261740763932373	Ronald Parker	male
nm0662748	0.251528650084387	0.0	0.0006261740763932373	Walter F. Parkes	male
nm0663452	0.30740878504040847	0.0	0.0006261740763932373	Laurie Parres	female
nm0663489	0.3114956313174576	0.0012699880086281513	0.004383218534752661	James D. Parriott	male
nm0663490	0.3208399505911417	0.0012742523150589147	0.002504696305572949	Sara Parriott	male
nm0664799	0.1864323359924533	0.00028777097733640247	0.0037570444583594235	Jean Passanante	female
nm0665041	0.21565650575257977	0.0	0.0006261740763932373	David Pastor	male
nm0665321	0.2989772091952511	0.0004370160361145409	0.0012523481527864746	Jonas Pate	male
nm0665322	0.3181007033136219	0.003066746857862972	0.0031308703819661866	Josh Pate	male
nm0666203	0.24458554171486993	0.0	0.0006261740763932373	Erik Patterson	male
nm0666392	0.24842191556223528	0.00019889104266728572	0.0018785222291797118	Saladin K. Patterson	male
nm0668797	0.21379018413564424	7.038622825261856e-05	0.0018785222291797118	Robert Peacock	male
nm0668902	0.2571347758450007	0.000187175290114692	0.0012523481527864746	Craig Pearce	male
nm0669049	0.25980966534251665	1.7689049636772638e-06	0.0012523481527864746	Burt Pearl	male
nm0669756	0.2625711232417757	0.0	0.0006261740763932373	Anthony Peckham	male
nm0670782	0.27138123526075403	0.0009818274640240594	0.0031308703819661866	George Pelecanos	male
nm0671856	0.2691157751398715	9.08441058233109e-05	0.0012523481527864746	Joe Penhall	male
nm0671952	0.2795596420554138	0.001616199421809853	0.0012523481527864746	Adam Penn	male
nm0672015	0.27255284065357516	3.943079981032284e-05	0.0012523481527864746	Zak Penn	male
nm0672121	0.2764650427272451	1.0589390682955142e-05	0.0012523481527864746	Marco Pennette	male
nm0674266	0.26313352050710587	0.0003702690625793465	0.0031308703819661866	Paul Perlove	male
nm0675204	0.3313408900389984	0.003458780427356008	0.0068879148403256105	Mark B. Perry	male
nm0675219	0.3335779547205812	0.0028114459135949333	0.005635566687539136	Michael R. Perry	male
nm0675476	0.2571347758450007	0.000187175290114692	0.0012523481527864746	Jacquelin Perske	female
nm0676671	0.29681021254366774	8.475745782356228e-05	0.002504696305572949	Scott Peters	male
nm0676892	0.3239496846381356	0.0006900289641086093	0.0031308703819661866	Lisa Marie Petersen	female
nm0677048	0.30973391025859426	0.00011759761375794602	0.0012523481527864746	Brian Peterson	male
nm0677315	0.27292923834399113	1.8379186101578875e-05	0.0012523481527864746	Michael Peterson	male
nm0677956	0.30049912405381285	0.00034748246478829165	0.0018785222291797118	Douglas Petrie	male
nm0678104	0.25627942378710566	0.0	0.0006261740763932373	Michael Petroni	male
nm0678742	0.30055873309749725	0.0	0.0006261740763932373	Tom Pettit	male
nm0679037	0.27873677755633913	0.002108998792765739	0.0037570444583594235	Harley Peyton	male
nm0679902	0.3086612569178012	0.00036546617368952495	0.0012523481527864746	J.J. Philbin	female
nm0680312	0.31479621870563385	0.0013696201891661493	0.0018785222291797118	Clyde Phillips	male
nm0680485	0.24148006481260126	0.0	0.0006261740763932373	Jeff Phillips	male
nm0681852	0.21940388560395802	1.5610445709196064e-05	0.0012523481527864746	Robbie Pickering	male
nm0682196	0.2693869084659377	0.0007487712373176653	0.0018785222291797118	John Pielmeier	male
nm0683380	0.29772392336662845	0.0001875441075551335	0.0018785222291797118	Nicholas Pileggi	male
nm0683522	0.2910144370818528	0.0015152013631626693	0.0037570444583594235	Michael Piller	male
nm0683525	0.28779005349963593	9.8814509831939e-05	0.0018785222291797118	Shawn Piller	male
nm0683555	0.1753022619024663	0.0	0.0006261740763932373	Judd Pillot	male
nm0683726	0.2807683992711325	0.0002756154799101054	0.004383218534752661	Nancy M. Pimental	female
nm0684374	0.3066001146672962	0.0004596184678029923	0.002504696305572949	Jeff Pinkner	male
nm0684992	0.2779357363416797	0.0	0.0006261740763932373	Turk Pipkin	male
nm0686388	0.3216345303378737	0.0009512388965292247	0.0037570444583594235	Greg Plageman	male
nm0687096	0.32643901037739237	0.004336714186319184	0.008766437069505322	Julie Plec	female
nm0688132	0.19603234501347708	2.550898336116865e-06	0.0018785222291797118	Amy Poehler	female
nm0688943	0.29357057512836243	5.6007854931870016e-05	0.0012523481527864746	Rachel Anthony	female
nm0689390	0.22015838035502386	0.0	0.0006261740763932373	Jon Pollack	male
nm0691888	0.282320424831527	0.00015670863936976073	0.002504696305572949	Robert David Port	male
nm0692040	0.2375676170068205	5.924681271464247e-07	0.0012523481527864746	BJ Porter	male
nm0692530	0.15287984528714368	0.0	0.0006261740763932373	Carlos Portugal	male
nm0692708	0.2668408230356042	0.0016829110763479176	0.0031308703819661866	Ari Posner	male
nm0693044	0.20271144112203715	0.00011134382753206556	0.0012523481527864746	Michelle Poteet Lisanti	female
