nconst	closeness	betweenness	degree	primaryName	gender
nm0093560	0.31121837663893737	0.0	0.0006261740763932373	Mark Bomback	male
nm0093748	0.1976777055382809	0.0014960007837395899	0.005009392611145898	Gregory J. Bonann	male
nm0096157	0.2191817151674422	0.00023571392484877116	0.004383218534752661	Robert Borden	male
nm0097504	0.2684958209043386	0.0	0.0006261740763932373	Alex Borstein	female
nm0098421	0.26255595667870035	0.0	0.0006261740763932373	Katie Botel	female
nm0101298	0.2177015733135372	0.0	0.0006261740763932373	Bobby Bowman	male
nm0101465	0.3016958152191949	0.0	0.0006261740763932373	Yvette Lee Bowser	female
nm0101715	0.21639570588655352	0.0	0.0006261740763932373	Brent Boyd	male
nm0103397	0.17465562621275288	6.34110690867103e-07	0.0012523481527864746	Shannon Bradley	female
nm0103804	0.32489903863335834	0.002630456570481666	0.005009392611145898	Brannon Braga	male
nm0103928	0.2975485222400419	0.00037130386741074037	0.002504696305572949	Rob Bragin	male
nm0104333	0.326814537872524	0.004692495402222296	0.0068879148403256105	Chris Brancato	male
nm0104335	0.29264445517463383	0.0	0.0006261740763932373	John Brancato	male
nm0104481	0.28556620072247524	6.849307521057995e-05	0.0012523481527864746	Joshua Brand	male
nm0104973	0.3033670370741149	0.00033179157661003246	0.0037570444583594235	Michael Brandt	male
nm0105776	0.13399660991966983	0.0	0.0006261740763932373	Harriet Braun	female
nm0106257	0.25030975522453813	1.3924639591312922e-05	0.0012523481527864746	Thom Bray	male
nm0106563	0.3059603540537812	0.0007605973588498719	0.0031308703819661866	Andy Breckman	male
nm0107302	0.27763017254542677	0.0008903479196717923	0.005635566687539136	Ian Brennan	male
nm0107402	0.3183011799306747	0.0015206607619376732	0.005009392611145898	Shane Brennan	male
nm0107774	0.29224933294756805	0.00025953711149104194	0.0031308703819661866	Eric Bress	male
nm0108132	0.24866653901911978	0.0	0.0006261740763932373	Craig Brewer	male
nm0108273	0.2907724292339677	6.700073095090733e-05	0.0012523481527864746	Mike Werb	male
nm0110490	0.2870993210168956	3.311207063031931e-05	0.0012523481527864746	Lawrence Broch	male
nm0111303	0.29772392336662845	0.0012285573501847635	0.004383218534752661	Henry Bromell	male
nm0111312	0.24094246110625214	4.671790593153425e-08	0.0012523481527864746	Lois Bromfield	female
nm0111845	0.25980966534251665	7.503862200282629e-05	0.0012523481527864746	Adam Brooks	male
nm0112270	0.2373939156547852	0.0	0.0006261740763932373	Tamiko K. Brooks	female
nm0112335	0.24149289414264843	1.725225833459897e-05	0.0012523481527864746	David Brookwell	male
nm0112919	0.238077779232683	0.010801296646135548	0.0012523481527864746	Calvin Brown Jr.	male
nm0113115	0.27700417441116426	0.0003279248567746659	0.0018785222291797118	William H. Brown	male
nm0113126	0.24458554171486993	0.0	0.0006261740763932373	Billy Brown	male
nm0113780	0.21696379561346985	0.0006425110751690503	0.0018785222291797118	James H. Brown	male
nm0114868	0.24842191556223528	0.0	0.0006261740763932373	W. Earl Brown	male
nm0115114	0.2584653000881358	0.000187175290114692	0.0012523481527864746	Janet Brownell	female
nm0115129	0.2641120246361233	0.0	0.0006261740763932373	David Brownfield	male
nm0115200	0.29889856978464574	0.0	0.0006261740763932373	Philippe Browning	male
nm0115252	0.20915679282181066	0.0	0.0006261740763932373	Kevin Brownridge	male
nm0115272	0.23830244567354322	0.0	0.0006261740763932373	Aaron Brownstein	male
nm0116689	0.2554440978954171	3.0323796374955927e-06	0.0012523481527864746	Bob Brush	male
nm0117857	0.28675519666908494	4.041538577523274e-06	0.0012523481527864746	Dan Bucatinsky	male
nm0118420	0.3114956313174576	0.0006936193080090348	0.002504696305572949	Scott Buck	male
nm0118566	0.1604284680678349	2.3358952965767126e-08	0.0012523481527864746	Hans Rodionoff	male
nm0118747	0.27813981948906225	0.00020462264211410137	0.004383218534752661	Brad Buckner	male
nm0118748	0.31859120378482564	0.0006249457649078287	0.0031308703819661866	Brian Buckner	male
nm0118938	0.28661054888237336	0.00013235067280583567	0.0012523481527864746	Jordan Budde	male
nm0120031	0.21988148506469948	8.759607362162674e-09	0.0012523481527864746	Pat Bullard	male
nm0120994	0.25478546004876546	0.0012054079590325432	0.0012523481527864746	Jack Burditt	male
nm0121154	0.3422429695441027	0.009667593320713243	0.010018785222291797	Constance M. Burge	female
nm0121331	0.3027205221271353	0.0008357559714544275	0.004383218534752661	Mitchell Burgess	male
nm0121402	0.25126447582985545	0.00010132821026939482	0.0012523481527864746	Alana Sanko	female
nm0121653	0.3040366542924986	1.988176455736614e-05	0.0012523481527864746	David J. Burke	male
nm0122427	0.2643885415151956	3.5569147221243935e-05	0.0018785222291797118	Rob Burnett	male
nm0122602	0.3164398343137596	0.0028657072088684567	0.004383218534752661	Brian Burns	male
nm0122654	0.23546323396099356	0.00018730852724205691	0.002504696305572949	Ed Burns	male
nm0123353	0.2513200453376828	6.564972896838909e-05	0.0012523481527864746	Colette Burson	female
nm0124244	0.21351903609930245	0.0026657786838937773	0.002504696305572949	Jeffrey Bushell	male
nm0124282	0.16315213294808062	0.0	0.0006261740763932373	Jay Bushman	male
nm0125322	0.32965877361569423	0.0029411622100656955	0.008140262993112084	Tara Butters	female
nm0125336	0.2446777015206567	0.0	0.0006261740763932373	Jez Butterworth	male
nm0125358	0.2446777015206567	0.0	0.0006261740763932373	Tom Butterworth	male
nm0126314	0.263057380132527	0.00013730404152893265	0.0012523481527864746	Chad Byrnes	male
nm0126386	0.26380546124604626	0.0010014134616655526	0.0012523481527864746	Ellen Byron	female
nm0127373	0.26634049160636336	0.0015285132951796676	0.002504696305572949	Louis C.K.	male
nm0127894	0.331485870556062	0.0024008807498258184	0.005635566687539136	Veena Sud	female
nm0128082	0.2885390548132161	2.543208756202223e-05	0.0018785222291797118	Patrick Caddell	male
nm0128663	0.27055742388619386	0.00012803465183958525	0.0018785222291797118	Jason Cahill	male
nm0128874	0.3096917049906319	0.00020492156271976065	0.0012523481527864746	Bill Cain	male
nm0128881	0.2903823426070847	0.0	0.0006261740763932373	Cheryl Cain	female
nm0129098	0.28198765470393	7.5738789451475216e-06	0.0012523481527864746	Yule Caise	male
nm0129325	0.2535914530391364	3.669546474204136e-06	0.0012523481527864746	Vince Calandra	male
nm0130172	0.2575718940359824	0.0006222489358570108	0.0037570444583594235	Bill Callahan	male
nm0131969	0.24318540513067438	0.000187175290114692	0.0012523481527864746	Brandon Camp	male
nm0132319	0.25298455544733545	0.0	0.0006261740763932373	Clifton Campbell	male
nm0134176	0.32013945135049476	0.0014271801251925398	0.005635566687539136	Danny Cannon	male
nm0135203	0.28977145953526917	0.006287607904123602	0.004383218534752661	Dave Caplan	male
nm0136333	0.3045255083241215	0.0002188668462111791	0.0031308703819661866	Frank Cardea	male
nm0138624	0.31926251097453906	0.0029907516672776214	0.005635566687539136	Matthew Carnahan	male
nm0138775	0.25080696333489666	0.0	0.0006261740763932373	Bob Carney	male
nm0139111	0.30117608083485176	0.0002932096762271767	0.0031308703819661866	Glenn Gordon Caron	male
nm0139461	0.2693071066741713	0.0001454816307025324	0.0037570444583594235	Stephen Carpenter	male
nm0140893	0.25182127918894215	6.37676432340233e-05	0.0012523481527864746	Larry Carroll	male
nm0141812	0.2947126138684475	0.0007933716258718186	0.002504696305572949	Melissa Carter	female
nm0142615	0.30485228530230374	0.0005230598270306157	0.002504696305572949	Alexander Cary	male
nm0142620	0.2886123368995841	0.00013392147685834137	0.0018785222291797118	Donick Cary	male
nm0143191	0.22191031806087827	9.216211422719646e-05	0.0018785222291797118	Chris Case	male
nm0143320	0.1803662480407912	0.0010274669051522328	0.0018785222291797118	Eryk Casemiro	male
nm0143805	0.25225450206720496	2.529285833770346e-05	0.0012523481527864746	Harry Cason	male
nm0144372	0.24944436822609412	0.0003438831417309901	0.0018785222291797118	Michael Cassutt	male
nm0147228	0.2693869084659377	9.02451161693945e-05	0.0012523481527864746	Tucker Cawley	male
nm0147698	0.3045255083241215	0.0005978110783812712	0.0031308703819661866	Jennifer Cecil	female
nm0148723	0.3381187934689627	0.0035885524287213692	0.004383218534752661	Daniel Cerone	male
