writer	producer	coop	genderUncategorized_w	genderUncategorized_p
nm1173204	nm0450715	1	False	False
nm1173204	nm0567166	1	False	False
nm1173204	nm0696528	3	False	False
nm1173204	nm0738700	4	False	False
nm1173204	nm0887184	1	False	False
nm1173204	nm0998318	1	False	False
nm1173204	nm1557867	1	False	False
nm1173204	nm1644576	1	False	False
nm1173204	nm2428141	2	False	False
nm1175237	nm0187351	2	False	False
nm1175237	nm0343523	1	False	False
nm1175237	nm0478459	1	False	False
nm1175237	nm0571202	1	False	False
nm1175237	nm0587571	1	False	False
nm1175237	nm0837385	1	False	False
nm1175237	nm1469826	1	False	False
nm1175413	nm0187351	2	False	False
nm1175413	nm0343523	1	False	False
nm1175413	nm0478459	1	False	False
nm1175413	nm0571202	1	False	False
nm1175413	nm0587571	1	False	False
nm1175413	nm0837385	1	False	False
nm1175413	nm1469826	1	False	False
nm1176676	nm0187351	4	False	False
nm1176676	nm0543128	1	False	False
nm1176676	nm0664176	6	False	False
nm1176676	nm0944956	3	False	False
nm1176676	nm1469826	1	False	False
nm1176881	nm0287400	1	False	False
nm1176881	nm0337495	1	False	False
nm1176881	nm1108613	1	False	False
nm1176881	nm1121431	1	False	False
nm1176881	nm6638781	1	False	False
nm1177747	nm0805480	3	False	False
nm1177747	nm1016998	1	False	False
nm1177747	nm1495637	1	False	False
nm1177747	nm4867712	4	False	False
nm1178832	nm0925436	1	False	False
nm1178832	nm1131528	1	False	False
nm1179937	nm0587571	1	False	False
nm1180080	nm0370325	1	False	False
nm1183164	nm0036761	1	False	False
nm1184198	nm0678050	1	False	False
nm1184198	nm0741889	1	False	False
nm1184198	nm3787723	1	False	False
nm1184512	nm0172670	1	False	False
nm1184512	nm0188312	4	False	False
nm1184512	nm0275935	1	False	False
nm1184512	nm1342242	1	False	False
nm1184676	nm0678336	3	False	False
nm1184676	nm0919790	2	False	False
nm1185659	nm0022417	1	False	False
nm1185659	nm0075801	1	False	False
nm1185659	nm0187351	2	False	False
nm1185659	nm0279092	1	False	False
nm1185659	nm0313514	1	False	False
nm1185659	nm0924693	1	False	False
nm1185659	nm0959567	1	False	False
nm1185659	nm1469826	1	False	False
nm1185659	nm2232862	1	False	False
nm1185927	nm0111391	1	False	False
nm1185927	nm0922322	1	False	False
nm1185927	nm2248886	1	False	False
nm1192866	nm0187351	1	False	False
nm1195342	nm0159009	2	False	False
nm1195342	nm0319685	2	False	False
nm1195342	nm0341516	1	False	False
nm1195342	nm0664176	2	False	False
nm1195342	nm1431798	1	False	False
nm1195432	nm0548932	1	False	False
nm1195432	nm0765956	1	False	False
nm1195432	nm0771863	1	False	False
nm1195432	nm0834426	1	False	False
nm1195432	nm0850386	1	False	False
nm1195432	nm0859808	1	False	False
nm1195432	nm2636898	1	False	False
nm1197318	nm0261999	2	False	False
nm1197318	nm0646898	3	False	False
nm1197318	nm0646899	1	False	False
nm1197318	nm0958870	1	False	False
nm1197318	nm1803689	1	False	False
nm1198013	nm0003945	2	False	False
nm1198112	nm0234639	1	False	False
nm1201266	nm0080021	2	False	False
nm1201266	nm0168655	1	False	False
nm1201266	nm0191027	2	False	False
nm1201266	nm0277204	2	False	False
nm1201266	nm0371393	1	False	False
nm1201266	nm0376212	1	False	False
nm1201266	nm0543128	1	False	False
nm1201266	nm0765956	1	False	False
nm1201266	nm0929829	2	False	False
nm1201266	nm1224918	4	False	False
nm1201266	nm1270350	1	False	False
nm1201266	nm2248284	2	False	False
nm1201266	nm2397011	3	False	False
nm1202354	nm0458544	1	False	False
nm1202838	nm0270546	1	False	False
nm1204547	nm0529123	1	False	False
nm1205551	nm0012182	1	False	False
nm1205551	nm0341952	3	False	False
nm1205551	nm0389083	3	False	False
nm1205551	nm0580312	1	False	False
nm1205551	nm0609355	1	False	False
nm1205551	nm0657572	2	False	False
nm1205551	nm0658402	1	False	False
nm1205551	nm0925441	1	False	False
nm1205551	nm1131421	1	False	False
nm1205551	nm1548657	1	False	False
nm1205551	nm1709988	2	False	False
nm1208379	nm0036761	1	False	False
nm1208379	nm0181645	2	False	False
nm1208379	nm0217907	2	False	False
nm1208415	nm0874437	1	False	False
nm1208415	nm0942060	1	False	False
nm1208415	nm1022303	1	False	False
nm1208415	nm2749238	1	False	False
nm1208900	nm0757534	1	False	False
nm1209925	nm0355125	1	False	False
nm1209925	nm0605167	1	False	False
nm1209925	nm0665494	1	False	False
nm1209925	nm0713514	1	False	False
nm1209925	nm0874437	1	False	False
nm1209925	nm0932144	1	False	False
nm1209925	nm1725034	1	False	False
nm1209925	nm2635129	1	False	False
nm1209925	nm3171388	1	False	False
nm1209925	nm4165218	1	False	False
nm1211815	nm0008823	1	False	False
nm1211815	nm0689852	1	False	False
nm1211815	nm0886628	1	False	False
nm1211815	nm0925441	2	False	False
nm1212043	nm0004634	1	False	False
nm1212043	nm0006552	1	False	False
nm1212043	nm0036761	1	False	False
nm1212043	nm0107331	1	False	False
nm1212043	nm0181645	1	False	False
nm1212043	nm0217907	2	False	False
nm1212043	nm0397500	1	False	False
nm1212043	nm0543128	1	False	False
nm1212043	nm0545436	1	False	False
nm1212043	nm0569257	1	False	False
nm1212043	nm0946901	1	False	False
nm1212043	nm2711410	1	False	False
nm1212331	nm0861769	2	False	False
nm1212337	nm0004055	1	False	False
nm1212929	nm0081960	1	False	False
nm1212929	nm0514379	4	False	False
nm1212929	nm0527167	1	False	False
nm1212929	nm0825190	1	False	False
nm1212929	nm0932144	1	False	False
nm1212929	nm1096268	1	False	False
nm1212929	nm4550390	1	False	False
nm1212932	nm0022417	1	False	False
nm1212932	nm0366818	1	False	False
nm1212932	nm0507689	1	False	False
nm1212932	nm0678050	1	False	False
nm1212932	nm0826737	1	False	False
nm1212932	nm0932144	2	False	False
nm1212988	nm0159009	1	False	False
nm1212988	nm0270966	1	False	False
nm1212988	nm0727281	1	False	False
nm1215164	nm0455336	2	False	False
nm1215164	nm2050777	1	False	False
nm1215164	nm2768197	1	False	False
nm1215164	nm5404569	1	False	False
nm1215483	nm0003945	2	False	False
nm1215757	nm2966896	1	False	False
nm1215757	nm2967424	1	False	False
nm1215757	nm4676509	1	False	False
nm1216570	nm1293454	1	False	False
nm1216570	nm1857331	1	False	False
nm1216869	nm0069072	1	False	False
nm1216869	nm0168755	1	False	False
nm1216869	nm0237720	1	False	False
nm1219346	nm0048859	1	False	False
nm1219736	nm0456631	3	False	False
nm1219745	nm0405162	1	False	False
nm1219905	nm0589412	3	False	False
nm1219905	nm1273063	2	False	False
nm1219905	nm2238720	1	False	False
nm1219905	nm2605110	1	False	False
nm1219905	nm3150287	1	False	False
nm1221904	nm0808471	1	False	False
nm1221904	nm1332870	1	False	False
nm1221904	nm1334802	1	False	False
nm1221904	nm1703758	1	False	False
nm1221904	nm2036776	1	False	False
nm1221904	nm4412024	1	False	False
nm1222770	nm0080021	1	False	False
nm1222770	nm0191027	1	False	False
nm1222770	nm0277204	2	False	False
nm1222770	nm0376212	1	False	False
nm1222770	nm0589412	2	False	False
nm1222770	nm1273063	2	False	False
nm1222770	nm2248284	2	False	False
nm1222770	nm2397011	1	False	False
nm1222792	nm0482682	1	False	False
nm1222879	nm0008823	1	False	False
nm1222879	nm0187351	1	False	False
nm1222879	nm0313394	1	False	False
nm1222879	nm0389972	2	False	False
nm1222879	nm0461799	1	False	False
nm1222879	nm0592535	1	False	False
nm1222879	nm0604558	1	False	False
nm1222879	nm0795288	1	False	False
nm1222879	nm0922322	1	False	False
nm1222879	nm0925441	3	False	False
nm1223237	nm0388112	1	False	False
nm1223280	nm1545605	1	False	False
nm1225921	nm0397500	2	False	False
nm1225921	nm0556163	1	False	False
nm1225921	nm0604558	1	False	False
nm1225921	nm4241362	1	False	False
nm1225948	nm0159073	2	False	False
nm1225948	nm0543128	1	False	False
nm1225948	nm1171810	2	False	False
nm1226232	nm0027446	1	False	False
nm1226232	nm0664176	1	False	False
nm1227520	nm1130019	1	False	False
nm1227520	nm1709461	1	False	False
nm1228536	nm1713233	1	False	False
nm1228536	nm1837046	1	False	False
nm1228536	nm3763806	1	False	False
nm1228536	nm6341022	1	False	False
nm1228536	nm8509336	1	False	False
nm1229072	nm0168189	1	False	False
nm1229072	nm0200637	1	False	False
nm1229072	nm0713753	1	False	False
nm1229072	nm1941358	1	False	False
nm1230361	nm0405162	1	False	False
nm1230361	nm1689290	1	False	False
nm1230361	nm2170754	1	False	False
nm1231965	nm0001469	1	False	False
nm1231965	nm0122693	1	False	False
nm1232532	nm0637833	1	False	False
nm1232532	nm2937160	1	False	False
nm1236454	nm0217907	1	False	False
nm1236454	nm0275935	1	False	False
nm1236454	nm0343239	1	False	False
nm1236486	nm0510735	1	False	False
nm1236486	nm0543681	1	False	False
nm1236625	nm0205497	1	False	False
nm1236625	nm0341516	1	False	False
nm1236625	nm0501728	1	False	False
nm1236625	nm0834426	1	False	False
nm1236625	nm0907188	1	False	False
nm1236625	nm1554165	1	False	False
nm1236625	nm1744657	2	False	False
nm1236625	nm1857131	1	False	False
nm1236653	nm0456631	1	False	False
nm1236705	nm0074403	3	False	False
nm1236705	nm0222890	1	False	False
nm1236705	nm0313514	1	False	False
nm1236705	nm0423775	1	False	False
nm1236705	nm0461799	4	False	False
nm1236705	nm0482682	1	False	False
nm1236705	nm0507689	1	False	False
nm1236705	nm0555684	1	False	False
nm1236705	nm0571202	1	False	False
nm1236705	nm0833403	1	False	False
nm1236705	nm0936574	2	False	False
nm1236705	nm0959567	1	False	False
nm1237173	nm0136262	1	False	False
nm1237173	nm0326837	1	False	False
nm1237173	nm0425506	1	False	False
nm1237173	nm0738545	1	False	False
nm1238485	nm0777372	1	False	False
nm1238485	nm0935631	1	False	False
nm1238801	nm0002584	1	False	False
nm1238801	nm0004055	3	False	False
nm1238801	nm0111391	1	False	False
nm1238801	nm0113596	4	False	False
nm1238801	nm0168655	1	False	False
nm1238801	nm0321334	1	False	False
nm1238801	nm0425506	1	False	False
nm1238801	nm0587571	1	False	False
nm1238801	nm0588612	2	False	False
nm1238801	nm1144144	1	False	False
nm1238801	nm1359290	1	False	False
nm1238801	nm1594428	1	False	False
nm1238801	nm2248886	1	False	False
nm1238801	nm5606221	1	False	False
nm1238925	nm0066584	1	False	False
nm1238925	nm0200637	1	False	False
nm1238925	nm0235852	1	False	False
nm1238925	nm0321334	1	False	False
nm1238925	nm0571202	1	False	False
nm1238925	nm0588612	1	False	False
nm1238925	nm0826291	1	False	False
nm1238925	nm1121990	1	False	False
nm1238925	nm2503331	1	False	False
nm1238925	nm4163948	1	False	False
nm1240176	nm3046988	1	False	False
nm1240333	nm0069072	1	False	False
nm1240333	nm0080021	1	False	False
nm1240333	nm0206259	1	False	False
nm1240333	nm0277204	1	False	False
nm1240333	nm0376212	1	False	False
nm1240333	nm0397500	1	False	False
nm1240333	nm0721019	2	False	False
nm1240333	nm0957670	2	False	False
nm1240333	nm1639580	1	False	False
nm1240333	nm2017180	2	False	False
nm1240333	nm2041101	1	False	False
nm1240333	nm7707183	1	False	False
nm1241175	nm0825190	1	False	False
nm1241175	nm0851395	1	False	False
nm1241175	nm1096268	2	False	False
nm1241175	nm1373880	1	False	False
nm1241175	nm1462434	1	False	False
nm1241175	nm3346060	1	False	False
nm1241377	nm2584711	2	False	False
nm1241377	nm2925679	1	False	False
nm1241377	nm3222555	1	False	False
nm1241377	nm9040466	1	False	False
nm1241579	nm1017665	1	False	False
nm1241579	nm7957460	1	False	False
nm1243435	nm0048739	1	False	False
nm1243435	nm0213928	2	False	False
nm1243435	nm0485130	1	False	False
nm1243435	nm0525785	1	False	False
nm1243435	nm0678050	1	False	False
nm1243435	nm0765956	2	False	False
nm1243435	nm0851395	1	False	False
nm1243435	nm1245501	1	False	False
nm1243435	nm1278270	1	False	False
nm1243435	nm1443484	1	False	False
nm1243918	nm0073706	2	False	False
nm1243918	nm0268233	1	False	False
nm1243918	nm0321334	3	False	False
nm1243918	nm0834426	1	False	False
nm1243918	nm0857714	1	False	False
nm1243918	nm2489727	1	False	False
nm1244069	nm0240794	1	False	False
nm1244069	nm0282165	1	False	False
nm1244069	nm0709398	1	False	False
nm1244069	nm1003823	1	False	False
nm1247105	nm2657010	5	False	False
nm1247276	nm0343523	1	False	False
nm1247276	nm3056663	1	False	False
nm1250141	nm0098866	1	False	False
nm1250141	nm0371393	1	False	False
nm1250141	nm1224918	3	False	False
nm1250141	nm1237017	1	False	False
nm1250141	nm1270350	1	False	False
nm1250208	nm1545605	1	False	False
nm1250889	nm0057896	1	False	False
nm1250889	nm0157553	1	False	False
nm1250889	nm1222066	1	False	False
nm1250889	nm1333905	1	False	False
nm1250889	nm1928189	1	False	False
nm1250955	nm0016074	1	False	False
nm1250955	nm0240828	1	False	False
nm1250955	nm0961373	1	False	False
nm1250955	nm1106444	1	False	False
nm1250955	nm1333905	1	False	False
nm1253154	nm0057896	1	False	False
nm1253154	nm1222066	1	False	False
nm1253154	nm1343696	1	False	False
nm1253154	nm1928189	1	False	False
nm1254315	nm1273119	1	False	False
nm1254315	nm1704951	2	False	False
nm1255710	nm4518259	1	False	False
nm1256259	nm0167171	1	False	False
nm1256259	nm1315929	1	False	False
nm1256664	nm0353456	1	False	False
nm1257567	nm0765956	1	False	False
nm1257567	nm3428652	1	False	False
nm1257804	nm0172670	1	False	False
nm1257804	nm0188312	1	False	False
nm1259417	nm0408417	1	False	False
nm1259417	nm0929955	1	False	False
nm1259417	nm1558784	2	False	False
nm1259710	nm0111391	1	False	False
nm1259710	nm0115751	1	False	False
nm1259728	nm7162046	1	False	False
nm1260858	nm0691540	1	False	False
nm1262676	nm0079074	1	False	False
nm1262681	nm0145418	1	False	False
nm1263223	nm0004428	2	False	False
nm1263223	nm0004634	1	False	False
nm1263223	nm0139283	1	False	False
nm1263223	nm0143859	3	False	False
nm1263223	nm0180085	1	False	False
nm1263223	nm0283234	1	False	False
nm1263223	nm0363599	1	False	False
nm1263223	nm0386832	1	False	False
nm1263223	nm0458868	4	False	False
nm1263223	nm1048942	1	False	False
nm1264544	nm0012182	1	False	False
nm1264544	nm0604558	1	False	False
nm1264544	nm4241362	1	False	False
nm1267367	nm0168747	1	False	False
nm1267367	nm0695643	1	False	False
nm1267367	nm0825190	1	False	False
nm1267367	nm1003804	2	False	False
nm1267367	nm2021590	2	False	False
nm1267367	nm2336731	2	False	False
nm1267594	nm0111391	1	False	False
nm1267594	nm2248886	1	False	False
nm1267598	nm0567993	1	False	False
nm1267598	nm0605600	1	False	False
nm1269404	nm0036896	1	False	False
nm1269404	nm0821963	1	False	False
nm1269404	nm0859808	1	False	False
nm1269404	nm1278270	1	False	False
nm1269432	nm0081960	1	False	False
nm1269432	nm1278270	1	False	False
nm1271093	nm0392977	1	False	False
nm1271093	nm0402804	1	False	False
nm1271093	nm0482682	1	False	False
nm1271093	nm0736201	1	False	False
nm1271306	nm2428141	2	False	False
nm1271538	nm0103416	1	False	False
nm1271538	nm2280617	1	False	False
nm1271884	nm0392977	1	False	False
nm1271884	nm0402804	1	False	False
nm1271884	nm0482682	1	False	False
nm1271884	nm0736201	1	False	False
nm1272922	nm0729455	1	False	False
nm1273768	nm0352471	2	False	False
nm1273768	nm2358277	1	False	False
nm1273768	nm3682921	1	False	False
nm1274355	nm0004634	1	False	False
nm1274355	nm0363599	2	False	False
nm1274355	nm0386832	2	False	False
nm1274518	nm2968466	1	False	False
nm1275642	nm0384066	1	False	False
nm1275642	nm1691098	1	False	False
nm1277149	nm0200637	1	False	False
nm1277149	nm0206259	1	False	False
nm1277149	nm0235852	1	False	False
nm1277149	nm0756865	1	False	False
nm1277149	nm0826291	1	False	False
nm1277149	nm0872658	1	False	False
nm1277149	nm1639580	2	False	False
nm1279184	nm0691540	1	False	False
nm1279638	nm0024386	1	False	False
nm1279638	nm0184596	1	False	False
nm1279638	nm0223209	1	False	False
nm1279638	nm0295907	2	False	False
nm1279638	nm0308838	1	False	False
nm1279638	nm0391669	2	False	False
nm1279638	nm0453889	3	False	False
nm1279638	nm0642956	2	False	False
nm1279638	nm0800358	1	False	False
nm1279638	nm0834426	1	False	False
nm1279638	nm0859490	1	False	False
nm1279638	nm0865212	1	False	False
nm1279638	nm1646193	1	False	False
nm1279721	nm0077071	1	False	False
nm1279721	nm0406501	1	False	False
nm1279721	nm0505625	2	False	False
nm1279721	nm0601006	1	False	False
nm1279824	nm0556163	1	False	False
nm1280672	nm0215973	2	False	False
nm1280672	nm0242516	1	False	False
nm1280672	nm0573573	2	False	False
nm1280672	nm0625950	2	False	False
nm1280672	nm0732206	2	False	False
nm1283212	nm0321334	1	False	False
nm1283212	nm1602122	1	False	False
nm1283212	nm1618213	1	False	False
nm1283212	nm1665969	1	False	False
nm1284169	nm0004428	1	False	False
nm1284169	nm0143859	2	False	False
nm1284169	nm0180085	1	False	False
nm1284169	nm0382448	1	False	False
nm1284169	nm0458868	2	False	False
nm1284169	nm1981183	1	False	False
nm1284523	nm0808465	1	False	False
nm1284939	nm2252255	1	False	False
nm1284939	nm5174452	1	False	False
nm1284939	nm6071368	1	False	False
nm1284939	nm9702116	1	False	False
nm1285688	nm0450715	1	False	False
nm1285688	nm0516623	1	False	False
nm1285688	nm0738700	2	False	False
nm1285688	nm0946901	1	False	False
nm1285688	nm0998318	1	False	False
nm1285774	nm0113596	1	False	False
nm1285774	nm0133773	1	False	False
nm1285774	nm0135235	1	False	False
nm1285774	nm0306802	1	False	False
nm1285774	nm0312856	1	False	False
nm1285774	nm0321270	1	False	False
nm1285774	nm0321334	1	False	False
nm1285774	nm1602122	1	False	False
nm1286027	nm0057106	1	False	False
nm1286340	nm0041784	1	False	False
nm1286340	nm0242516	3	False	False
nm1286340	nm0697877	1	False	False
nm1286340	nm4702370	1	False	False
nm1286492	nm0781230	1	False	False
nm1286496	nm0057463	4	False	False
nm1286496	nm0213928	7	False	False
nm1286496	nm0504716	2	False	False
nm1286496	nm1028478	1	False	False
nm1287620	nm1130019	1	False	False
nm1288200	nm0083039	1	False	False
nm1288966	nm0077071	1	False	False
nm1288966	nm0123083	2	False	False
nm1288966	nm0223209	1	False	False
nm1288966	nm0461799	1	False	False
nm1288966	nm0957670	1	False	False
nm1288966	nm1466598	1	False	False
nm1288966	nm2636898	1	False	False
nm1289754	nm0406501	1	False	False
nm1289754	nm0438430	1	False	False
nm1289754	nm0915400	1	False	False
nm1289754	nm1022138	1	False	False
nm1289754	nm1262918	1	False	False
nm1289832	nm0119946	1	False	False
nm1289832	nm0133150	1	False	False
nm1289832	nm0696856	1	False	False
nm1289832	nm3301854	1	False	False
nm1291392	nm0080021	1	False	False
nm1291392	nm0525831	1	False	False
nm1292779	nm0159009	1	False	False
nm1292779	nm0257998	1	False	False
nm1292779	nm4028674	1	False	False
nm1294678	nm0503899	1	False	False
nm1294678	nm0604389	1	False	False
nm1296984	nm0394001	1	False	False
nm1297426	nm1293454	1	False	False
nm1297559	nm0389972	1	False	False
nm1297559	nm0543128	1	False	False
nm1297559	nm0592535	1	False	False
nm1297559	nm0765956	1	False	False
nm1297559	nm0925441	1	False	False
nm1297877	nm0159073	6	False	False
nm1297877	nm0493778	1	False	False
nm1297877	nm0555684	1	False	False
nm1297877	nm0755287	2	False	False
nm1297877	nm0919108	1	False	False
nm1297877	nm0926151	1	False	False
nm1297877	nm1171810	2	False	False
nm1297877	nm2245755	2	False	False
nm1298090	nm0994468	1	False	False
nm1302254	nm0961373	1	False	False
nm1302254	nm1273119	1	False	False
nm1303413	nm0322219	2	False	False
nm1303762	nm0009017	1	False	False
nm1303762	nm0109201	1	False	False
nm1303762	nm0705891	2	False	False
nm1303762	nm0746565	1	False	False
nm1303762	nm2503331	1	False	False
nm1303762	nm4165218	1	False	False
nm1305006	nm0003557	1	False	False
nm1305006	nm0140078	1	False	False
nm1305006	nm0270966	4	False	False
nm1305006	nm0277830	2	False	False
nm1305006	nm0326506	1	False	False
nm1305006	nm0587508	2	False	False
nm1305006	nm1237017	1	False	False
nm1305006	nm2140990	1	False	False
nm1307771	nm1017665	1	False	False
nm1307771	nm2702212	1	False	False
nm1308341	nm1017665	1	False	False
nm1308367	nm4029857	1	False	False
nm1308367	nm4527953	1	False	False
nm1308423	nm0453360	2	False	False
nm1308423	nm1666723	1	False	False
nm1308423	nm2732177	1	False	False
nm1308428	nm0040957	1	False	False
nm1308578	nm0057463	1	False	False
nm1308578	nm0213928	1	False	False
nm1309774	nm0436048	1	False	False
nm1309774	nm0655888	2	False	False
nm1309774	nm1038305	1	False	False
nm1311535	nm0522160	1	False	False
nm1311535	nm3629374	1	False	False
nm1313038	nm0175473	1	False	False
nm1313038	nm0664176	1	False	False
nm1313038	nm0994848	1	False	False
nm1315825	nm1746152	1	False	False
nm1315825	nm3179635	1	False	False
nm1315990	nm0543128	1	False	False
nm1317354	nm4042467	1	False	False
nm1317673	nm0482682	1	False	False
nm1317673	nm0825190	1	False	False
nm1317673	nm0934855	1	False	False
nm1317673	nm1039389	1	False	False
nm1317673	nm1096268	1	False	False
nm1318188	nm1308615	1	False	False
nm1318188	nm2169765	1	False	False
nm1318843	nm4887865	1	False	False
nm1319757	nm4887865	1	False	False
nm1321257	nm0054174	1	False	False
nm1321257	nm0784961	1	False	False
nm1321257	nm0867712	3	False	False
nm1321257	nm2599842	1	False	False
nm1321257	nm4209344	1	False	False
nm1321650	nm0090292	1	False	False
nm1321658	nm0405162	2	False	False
nm1321658	nm1689290	1	False	False
nm1321658	nm2170754	1	False	False
nm1321917	nm0040957	1	False	False
nm1321917	nm0942060	1	False	False
nm1322707	nm0006552	2	False	False
nm1322707	nm0066584	1	False	False
nm1322707	nm0073706	2	False	False
nm1322707	nm0081960	1	False	False
nm1322707	nm0140764	1	False	False
nm1322707	nm0168747	1	False	False
nm1322707	nm0340495	1	False	False
nm1322707	nm0587571	1	False	False
nm1322707	nm0765956	3	False	False
nm1322707	nm1144068	1	False	False
nm1322707	nm1618213	1	False	False
nm1322707	nm2467614	1	False	False
nm1322707	nm3629374	1	False	False
nm1322753	nm0616793	1	False	False
nm1324179	nm0319666	1	False	False
nm1324179	nm1219545	1	False	False
nm1325865	nm1262986	1	False	False
nm1325872	nm0834426	1	False	False
nm1325872	nm8516120	1	False	False
nm1327303	nm0729242	1	False	False
nm1328493	nm0027032	1	False	False
nm1328493	nm0056205	1	False	False
nm1328493	nm0141502	1	False	False
nm1328493	nm0326177	1	False	False
nm1328493	nm0686889	1	False	False
nm1328493	nm0755816	1	False	False
nm1330716	nm0200380	1	False	False
nm1330716	nm0706228	1	False	False
nm1330734	nm0109455	1	False	False
nm1330734	nm1121466	1	False	False
nm1330734	nm1121467	1	False	False
nm1331193	nm0400233	2	False	False
nm1331193	nm0663764	7	False	False
nm1331637	nm0219424	1	False	False
nm1331637	nm0408417	1	False	False
nm1331637	nm0475960	1	False	False
nm1332232	nm0111484	1	False	False
nm1332232	nm0401205	2	False	False
nm1332930	nm0140764	1	False	False
nm1333022	nm1231494	1	False	False
nm1333022	nm2073006	1	False	False
nm1333022	nm2389580	1	False	False
nm1333022	nm4993816	1	False	False
nm1333505	nm0004428	3	False	False
nm1333505	nm0143859	2	False	False
nm1333505	nm0180085	1	False	False
nm1333505	nm0458868	2	False	False
nm1334813	nm0501728	1	False	False
nm1334994	nm0097004	1	False	False
nm1334994	nm0137639	1	False	False
nm1334994	nm0299263	1	False	False
nm1334994	nm0482794	1	False	False
nm1334994	nm0519997	1	False	False
nm1334994	nm0850386	1	False	False
nm1335519	nm0007096	1	False	False
nm1335519	nm0633818	1	False	False
nm1335519	nm0849980	1	False	False
nm1335519	nm1373881	1	False	False
nm1335519	nm1376081	1	False	False
nm1335634	nm0130574	1	False	False
nm1335634	nm0313514	2	False	False
nm1335634	nm0442080	3	False	False
nm1335634	nm0489539	1	False	False
nm1335634	nm0493778	2	False	False
nm1335634	nm0788072	1	False	False
nm1335634	nm0887184	1	False	False
nm1335634	nm0921089	1	False	False
nm1335634	nm1108613	3	False	False
nm1335634	nm3468532	1	False	False
nm1335634	nm8007431	2	False	False
nm1337455	nm0075736	3	False	False
nm1337455	nm1313401	2	False	False
nm1337455	nm1545605	1	False	False
nm1337455	nm2244947	1	False	False
nm1338823	nm1231494	1	False	False
nm1338823	nm2073006	2	False	False
nm1339659	nm0235920	1	False	False
nm1341252	nm0332503	1	False	False
nm1341733	nm0281019	1	False	False
nm1341733	nm0352471	1	False	False
nm1341733	nm0734165	1	False	False
nm1341733	nm1061992	1	False	False
nm1341733	nm1270350	1	False	False
nm1342473	nm1063802	1	False	False
nm1342578	nm1340224	1	False	False
nm1344603	nm0135235	1	False	False
nm1344603	nm0302127	1	False	False
nm1344603	nm0859808	1	False	False
nm1344603	nm1241294	1	False	False
nm1344603	nm1294424	1	False	False
nm1345272	nm4042467	1	False	False
nm1345512	nm0172670	1	False	False
nm1345512	nm0188312	1	False	False
nm1345603	nm0235920	1	False	False
nm1345603	nm1048942	1	False	False
nm1346244	nm0135235	1	False	False
nm1346244	nm0872823	1	False	False
nm1346394	nm0074403	1	False	False
nm1346394	nm0135235	2	False	False
nm1346394	nm0833403	1	False	False
nm1346394	nm0872823	1	False	False
nm1347078	nm0135235	2	False	False
nm1347078	nm0872823	1	False	False
nm1347078	nm0929955	2	False	False
nm1347078	nm1092388	1	False	False
nm1347078	nm1206844	1	False	False
nm1347153	nm1725195	1	False	False
nm1347153	nm3884187	1	False	False
nm1347387	nm0159253	1	False	False
nm1347387	nm0343523	1	False	False
nm1347561	nm0077071	1	False	False
nm1347561	nm0194961	1	False	False
nm1349088	nm1725195	1	False	False
nm1349088	nm3884187	2	False	False
nm1349522	nm0164721	1	False	False
nm1349953	nm0306042	1	False	False
nm1350416	nm0353456	4	False	False
nm1350416	nm0578297	2	False	False
nm1350416	nm0804759	3	False	False
nm1350416	nm0925436	1	False	False
nm1350416	nm1131528	2	False	False
nm1350416	nm1334075	1	False	False
nm1351833	nm0004055	1	False	False
nm1351833	nm0068624	1	False	False
nm1353930	nm0040957	1	False	False
nm1355580	nm5802461	1	False	False
nm1355890	nm0002494	1	False	False
nm1355890	nm0804759	1	False	False
nm1356268	nm0358447	1	False	False
nm1356268	nm1014957	1	False	False
nm1356268	nm2622401	1	False	False
nm1356268	nm4098828	1	False	False
nm1356343	nm1293454	1	False	False
nm1358364	nm0159253	1	False	False
nm1358364	nm0343523	1	False	False
nm1360299	nm0319666	1	False	False
nm1360299	nm0704621	1	False	False
nm1362049	nm0194961	2	False	False
nm1362049	nm0333829	1	False	False
nm1362049	nm0925436	1	False	False
nm1362049	nm1123335	1	False	False
nm1362049	nm1131528	1	False	False
nm1362905	nm0174806	1	False	False
nm1362905	nm0215973	3	False	False
nm1362905	nm0306802	1	False	False
nm1362905	nm0358447	1	False	False
nm1362905	nm0438430	1	False	False
nm1362905	nm0576182	1	False	False
nm1362905	nm0625950	2	False	False
nm1362905	nm0628255	2	False	False
nm1362905	nm0732206	1	False	False
nm1362905	nm0887184	2	False	False
nm1362905	nm1014957	1	False	False
nm1362905	nm1976860	1	False	False
nm1362905	nm2385621	1	False	False
nm1363554	nm0081960	1	False	False
nm1363554	nm0185792	1	False	False
nm1363554	nm0194961	1	False	False
nm1363554	nm0203215	1	False	False
nm1363554	nm0235920	2	False	False
nm1363554	nm1010175	1	False	False
nm1363554	nm1188251	1	False	False
nm1363554	nm2635129	1	False	False
nm1364160	nm0703182	1	False	False
nm1364160	nm0934855	1	False	False
nm1370621	nm0003571	1	False	False
nm1370980	nm0548299	1	False	False
nm1371010	nm0358935	1	False	False
nm1371010	nm0827248	1	False	False
nm1374749	nm0453360	1	False	False
nm1374749	nm1666723	1	False	False
nm1374749	nm2732177	1	False	False
nm1376076	nm0752630	1	False	False
nm1376275	nm1293454	1	False	False
nm1376372	nm0188312	2	False	False
nm1376372	nm0275935	1	False	False
