writer	producer	coop	genderUncategorized_w	genderUncategorized_p	gender_writer	gender_producer
nm0122602	nm0137639	1	False	False	male	male
nm0122602	nm0138588	2	False	False	male	male
nm0122602	nm0625950	1	False	False	male	female
nm0122602	nm0704621	2	False	False	male	female
nm0122602	nm1003469	1	False	False	male	male
nm0122602	nm1029384	1	False	False	male	male
nm0122602	nm1653862	1	False	False	male	male
nm0122654	nm0129573	1	False	False	male	female
nm0122654	nm0467513	1	False	False	male	female
nm0122654	nm0861769	3	False	False	male	female
nm0122654	nm1755555	1	False	False	male	female
nm0123353	nm0808465	1	False	False	female	male
nm0123353	nm1236670	1	False	False	female	male
nm0124244	nm0009207	1	False	False	male	male
nm0124244	nm0338965	1	False	False	male	male
nm0124244	nm0677725	1	False	False	male	male
nm0124244	nm1545605	1	False	False	male	male
nm0124282	nm2657010	2	False	False	male	female
nm0125322	nm0024948	1	False	False	female	male
nm0125322	nm0057463	2	False	False	female	female
nm0125322	nm0107331	1	False	False	female	female
nm0125322	nm0110256	1	False	False	female	female
nm0125322	nm0213928	4	False	False	female	male
nm0125322	nm0278129	2	False	False	female	male
nm0125322	nm0490792	1	False	False	female	male
nm0125322	nm0504716	2	False	False	female	male
nm0125322	nm0671656	1	False	False	female	male
nm0125322	nm1028478	1	False	False	female	male
nm0125322	nm1419400	1	False	False	female	female
nm0125322	nm1802537	1	False	False	female	male
nm0125322	nm2003984	1	False	False	female	male
nm0125336	nm0564768	1	False	False	male	male
nm0125358	nm0564768	1	False	False	male	male
nm0126314	nm0400233	1	False	False	male	female
nm0126314	nm0663764	1	False	False	male	male
nm0126386	nm1340224	1	False	False	female	female
nm0126386	nm1660886	1	False	False	female	female
nm0126485	nm1672371	1	False	False	male	male
nm0127373	nm0067285	2	False	False	male	female
nm0127373	nm0628180	1	False	False	male	female
nm0127373	nm0866082	3	False	False	male	female
nm0127373	nm3787633	1	False	False	male	female
nm0127894	nm0001513	1	False	False	female	male
nm0127894	nm0006552	3	False	False	female	male
nm0127894	nm0206259	1	False	False	female	female
nm0127894	nm0232442	1	False	False	female	male
nm0127894	nm0277204	1	False	False	female	male
nm0127894	nm0286614	1	False	False	female	male
nm0127894	nm0294195	2	False	False	female	male
nm0127894	nm0397500	3	False	False	female	female
nm0127894	nm3770487	1	False	False	female	female
nm0128082	nm0363599	2	False	False	male	female
nm0128082	nm0386832	1	False	False	male	male
nm0128082	nm0920318	1	False	False	male	male
nm0128663	nm0003306	1	False	False	male	male
nm0128663	nm0115751	1	False	False	male	male
nm0128663	nm0484992	1	False	False	male	female
nm0128874	nm0313394	1	False	False	male	female
nm0128874	nm0665494	1	False	False	male	male
nm0128881	nm1278270	1	False	False	female	male
nm0129098	nm0609588	1	False	False	male	female
nm0129098	nm1847815	1	False	False	male	male
nm0129325	nm0111484	1	False	False	male	male
nm0129325	nm0401205	1	False	False	male	female
nm0130172	nm0436048	1	False	False	male	female
nm0130172	nm0628180	1	False	False	male	female
nm0130172	nm0655888	1	False	False	male	male
nm0130172	nm0777372	1	False	False	male	male
nm0130172	nm0935631	1	False	False	male	male
nm0130172	nm1052109	1	False	False	male	female
nm0131969	nm0410504	1	False	False	male	female
nm0131969	nm0569461	1	False	False	male	male
nm0132319	nm0849980	1	False	False	male	male
nm0133947	nm1390995	1	False	False	male	female
nm0134176	nm0161558	1	False	False	male	female
nm0134176	nm0277830	2	False	False	male	male
nm0134176	nm0326506	1	False	False	male	male
nm0134176	nm0587508	1	False	False	male	male
nm0134176	nm0887184	2	False	False	male	female
nm0134176	nm0924062	1	False	False	male	male
nm0134176	nm0925441	1	False	False	male	male
nm0134176	nm1318897	1	False	False	male	female
nm0134176	nm2189280	1	False	False	male	female
nm0135203	nm0048859	3	False	False	male	male
nm0135203	nm0299263	2	False	False	male	male
nm0135203	nm0341145	1	False	False	male	male
nm0135203	nm0503899	1	False	False	male	female
nm0135203	nm0604389	1	False	False	male	male
nm0135203	nm0655128	1	False	False	male	male
nm0135203	nm0918657	1	False	False	male	female
nm0136333	nm0069072	3	False	False	male	male
nm0136333	nm0514445	1	False	False	male	female
nm0136333	nm0721019	2	False	False	male	male
nm0136333	nm1766652	1	False	False	male	male
nm0136333	nm2017180	3	False	False	male	male
nm0138624	nm0542996	2	False	False	male	female
nm0138624	nm0620743	1	False	False	male	female
nm0138624	nm0687254	1	False	False	male	female
nm0138624	nm0705891	4	False	False	male	male
nm0138624	nm0774019	1	False	False	male	male
nm0138624	nm0932144	1	False	False	male	male
nm0138624	nm1861274	2	False	False	male	male
nm0138624	nm2582069	1	False	False	male	female
nm0138624	nm3934099	1	False	False	male	female
nm0138775	nm0496556	1	False	False	male	male
nm0139111	nm0358447	1	False	False	male	male
nm0139111	nm0371393	2	False	False	male	female
nm0139111	nm1014957	1	False	False	male	female
nm0139111	nm1224918	4	False	False	male	female
nm0139111	nm1270350	2	False	False	male	male
nm0139461	nm0121997	4	False	False	male	female
nm0139461	nm0141502	1	False	False	male	male
nm0139461	nm0652330	3	False	False	male	male
nm0139461	nm1574545	1	False	False	male	female
nm0139461	nm3780072	1	False	False	male	male
nm0139461	nm4047183	1	False	False	male	male
nm0140893	nm0381868	1	False	False	male	male
nm0140893	nm1432088	1	False	False	male	female
nm0141812	nm0056006	1	False	False	female	female
nm0141812	nm0306802	1	False	False	female	female
nm0141812	nm0485130	1	False	False	female	female
nm0141812	nm1016998	1	False	False	female	male
nm0142615	nm0179589	1	False	False	male	female
nm0142615	nm0313394	1	False	False	male	female
nm0142615	nm0459425	2	False	False	male	male
nm0142615	nm0963062	1	False	False	male	female
nm0142620	nm0205497	1	False	False	male	female
nm0142620	nm0834426	1	False	False	male	male
nm0142620	nm1857131	1	False	False	male	female
nm0143191	nm0750313	1	False	False	male	female
nm0143191	nm0795533	2	False	False	male	male
nm0143191	nm2381405	1	False	False	male	female
nm0143320	nm0100326	1	False	False	male	female
nm0143320	nm0410824	1	False	False	male	female
nm0143320	nm1737868	2	False	False	male	female
nm0143805	nm0083039	2	False	False	male	male
nm0143805	nm0490868	2	False	False	male	male
nm0144372	nm0197161	1	False	False	male	male
nm0144372	nm0331397	1	False	False	male	female
nm0144372	nm1068980	1	False	False	male	female
nm0147228	nm0398851	1	False	False	male	male
nm0147228	nm1064127	1	False	False	male	female
nm0147698	nm0335344	1	False	False	female	male
nm0147698	nm0366818	1	False	False	female	male
nm0147698	nm0697877	1	False	False	female	male
nm0147698	nm0872658	1	False	False	female	female
nm0147698	nm1466598	1	False	False	female	male
nm0148723	nm0013918	1	False	False	male	male
nm0148723	nm0072557	1	False	False	male	female
nm0148723	nm0137639	3	False	False	male	male
nm0148723	nm0507689	1	False	False	male	male
nm0148723	nm0664176	3	False	False	male	male
nm0148723	nm0818657	1	False	False	male	male
nm0148723	nm1660886	1	False	False	male	female
nm0149290	nm0227261	1	False	False	male	female
nm0149290	nm9574633	1	False	False	male	male
nm0149661	nm0130814	1	False	False	female	male
nm0149661	nm0319685	1	False	False	female	female
nm0149661	nm0573872	1	False	False	female	male
nm0149661	nm0885612	1	False	False	female	male
nm0149669	nm0392977	1	False	False	female	female
nm0149669	nm0402804	1	False	False	female	female
nm0149669	nm0482682	1	False	False	female	female
nm0149669	nm0736201	1	False	False	female	male
nm0149669	nm0832790	1	False	False	female	male
nm0149669	nm0850888	1	False	False	female	female
nm0149669	nm1173259	1	False	False	female	male
nm0149669	nm5148534	1	False	False	female	female
nm0149743	nm0159009	1	False	False	male	male
nm0149743	nm0235920	2	False	False	male	male
nm0149743	nm0279092	1	False	False	male	male
nm0149743	nm0604558	1	False	False	male	male
nm0149743	nm0670266	1	False	False	male	male
nm0149743	nm0861638	1	False	False	male	female
nm0149743	nm1010175	1	False	False	male	female
nm0149743	nm1976860	1	False	False	male	female
nm0149743	nm2232862	1	False	False	male	male
nm0149743	nm2635129	1	False	False	male	female
nm0151358	nm0563930	1	False	False	female	male
nm0153078	nm0138588	1	False	False	male	male
nm0153338	nm0036896	2	False	False	male	male
nm0153338	nm0081960	1	False	False	male	male
nm0153338	nm0100152	1	False	False	male	male
nm0153338	nm0168655	1	False	False	male	male
nm0153338	nm0480804	1	False	False	male	male
nm0153338	nm2611372	1	False	False	male	male
nm0153384	nm0319391	1	False	False	female	male
nm0153384	nm0340495	1	False	False	female	female
nm0153384	nm0576182	1	False	False	female	male
nm0153384	nm0741445	1	False	False	female	male
nm0153384	nm1959955	1	False	False	female	female
nm0153740	nm0002339	1	False	False	male	male
nm0153740	nm0111391	2	False	False	male	male
nm0153740	nm0115751	5	False	False	male	male
nm0153740	nm0484992	1	False	False	male	female
nm0153740	nm0806667	1	False	False	male	female
nm0154674	nm0496556	2	False	False	male	male
nm0154674	nm0561802	1	False	False	male	male
nm0154674	nm0738526	1	False	False	male	male
nm0154674	nm3152781	1	False	False	male	male
nm0154716	nm0795222	1	False	False	male	male
nm0155069	nm2503331	2	False	False	female	male
nm0155961	nm0003183	1	False	False	male	male
nm0155961	nm0114011	1	False	False	male	male
nm0155961	nm0136262	1	False	False	male	male
nm0155961	nm0200637	1	False	False	male	female
nm0155961	nm0217907	2	False	False	male	male
nm0155961	nm0321334	1	False	False	male	male
nm0155961	nm0416341	1	False	False	male	female
nm0155961	nm0425506	1	False	False	male	female
nm0155961	nm0450715	1	False	False	male	male
nm0155961	nm0649715	1	False	False	male	male
nm0155961	nm0738700	1	False	False	male	male
nm0155961	nm0946901	1	False	False	male	male
nm0155961	nm1868284	1	False	False	male	male
nm0155961	nm4092295	1	False	False	male	female
nm0156100	nm0343523	1	False	False	male	male
nm0156100	nm0353456	4	False	False	male	female
nm0156100	nm0510937	1	False	False	male	female
nm0156100	nm0673944	1	False	False	male	male
nm0156100	nm0804759	5	False	False	male	male
nm0156100	nm0994848	1	False	False	male	female
nm0156100	nm1334075	1	False	False	male	female
nm0156314	nm0687254	1	False	False	male	female
nm0156588	nm0358935	3	False	False	male	male
nm0156588	nm0366793	1	False	False	male	male
nm0156588	nm0555684	1	False	False	male	male
nm0156588	nm0818503	1	False	False	male	female
nm0156588	nm1016998	1	False	False	male	male
nm0156588	nm1479574	1	False	False	male	male
nm0157536	nm0061650	1	False	False	female	male
nm0157536	nm2507036	1	False	False	female	female
nm0157536	nm6149404	1	False	False	female	female
nm0157656	nm0168655	1	False	False	male	male
nm0157656	nm0341145	2	False	False	male	male
nm0157656	nm0458868	2	False	False	male	female
nm0157656	nm0571202	2	False	False	male	male
nm0157656	nm1558784	1	False	False	male	female
nm0161330	nm0628180	1	False	False	female	female
nm0161330	nm1096268	1	False	False	female	male
nm0161410	nm0713852	2	False	False	male	male
nm0161410	nm1267221	1	False	False	male	female
nm0161859	nm2899027	1	False	False	female	male
nm0162112	nm0084034	1	False	False	female	male
nm0162112	nm0867712	3	False	False	female	male
nm0162112	nm1373881	1	False	False	female	male
nm0163694	nm0220049	2	False	False	male	male
nm0163694	nm0307024	1	False	False	male	male
nm0163694	nm1061992	3	False	False	male	male
nm0163910	nm0168655	1	False	False	female	male
nm0163910	nm0632871	1	False	False	female	male
nm0163910	nm1140110	3	False	False	female	female
nm0163910	nm1474176	1	False	False	female	male
nm0163910	nm8516120	2	False	False	female	female
nm0165527	nm0338965	1	False	False	female	male
nm0165527	nm0677725	1	False	False	female	male
nm0165527	nm1180074	1	False	False	female	female
nm0166074	nm0271400	1	False	False	male	male
nm0166074	nm5270748	1	False	False	male	male
nm0166498	nm0215973	3	False	False	male	male
nm0166498	nm0311937	1	False	False	male	female
nm0166498	nm0625950	5	False	False	male	female
nm0166498	nm0732206	1	False	False	male	female
nm0166505	nm1405504	1	False	False	male	male
nm0168206	nm0143984	2	False	False	male	male
nm0168206	nm0300510	2	False	False	male	male
nm0168206	nm0406220	2	False	False	male	male
nm0168206	nm0459425	4	False	False	male	male
nm0168206	nm0516623	1	False	False	male	male
nm0168206	nm0599924	1	False	False	male	male
nm0168206	nm0694253	1	False	False	male	male
nm0168206	nm0808498	1	False	False	male	male
nm0168206	nm0877427	1	False	False	male	male
nm0168206	nm0946901	2	False	False	male	male
nm0169173	nm0330430	1	False	False	male	male
nm0169182	nm0098073	1	False	False	male	male
nm0169182	nm0099002	1	False	False	male	male
nm0169288	nm0521753	1	False	False	female	female
nm0169288	nm0539103	2	False	False	female	male
nm0169288	nm0815432	2	False	False	female	female
nm0169465	nm2229960	1	False	False	male	female
nm0171651	nm0474176	1	False	False	male	female
nm0171718	nm0570682	1	False	False	male	male
nm0171718	nm0874437	1	False	False	male	female
nm0171719	nm0317354	4	False	False	male	male
nm0171719	nm0899555	1	False	False	male	male
nm0171927	nm0099002	2	False	False	male	male
nm0171927	nm0188312	1	False	False	male	male
nm0171927	nm0202458	1	False	False	male	male
nm0171927	nm0223209	2	False	False	male	male
nm0171927	nm0420246	1	False	False	male	male
nm0172373	nm0153737	1	False	False	female	female
nm0172704	nm0009264	1	False	False	female	male
nm0172704	nm0176682	1	False	False	female	male
nm0172704	nm0389055	1	False	False	female	male
nm0172704	nm0444884	1	False	False	female	male
nm0172704	nm4036280	1	False	False	female	male
nm0172704	nm4494930	1	False	False	female	male
nm0172704	nm5787073	1	False	False	female	male
nm0172704	nm5817341	1	False	False	female	male
nm0172704	nm5817470	1	False	False	female	male
nm0172830	nm0951642	1	False	False	male	male
nm0174585	nm0641609	1	False	False	male	female
nm0174585	nm1928189	1	False	False	male	female
nm0175396	nm4042467	1	False	False	female	male
nm0175657	nm0172670	2	False	False	male	male
nm0175657	nm0188312	6	False	False	male	male
nm0175657	nm0616793	1	False	False	male	female
nm0175657	nm1342242	1	False	False	male	male
nm0175726	nm0022417	1	False	False	male	male
nm0175726	nm0625614	1	False	False	male	male
nm0176197	nm1649293	2	False	False	male	male
nm0176689	nm0332434	1	False	False	male	male
nm0176689	nm0450715	1	False	False	male	male
nm0176689	nm0738700	2	False	False	male	male
nm0177532	nm0487628	1	False	False	male	male
nm0177836	nm0474176	1	False	False	male	female
nm0178338	nm0501904	3	False	False	male	male
nm0178338	nm0540695	1	False	False	male	male
nm0178910	nm0056205	2	False	False	male	female
nm0179244	nm0556163	1	False	False	female	male
nm0179851	nm0728619	1	False	False	male	male
nm0180280	nm0191027	1	False	False	male	female
nm0180280	nm2397011	1	False	False	male	female
nm0181001	nm0570877	1	False	False	male	male
nm0181001	nm0608005	1	False	False	male	male
nm0181001	nm1138177	1	False	False	male	male
nm0181001	nm1279203	1	False	False	male	female
nm0181001	nm3004145	1	False	False	male	female
nm0182426	nm1194598	1	False	False	male	female
nm0182459	nm1713233	1	False	False	male	male
nm0182871	nm0022417	4	False	False	male	male
nm0182871	nm0069072	1	False	False	male	male
nm0182871	nm0493778	1	False	False	male	male
nm0182871	nm0555684	1	False	False	male	male
nm0182871	nm0609588	1	False	False	male	female
nm0182871	nm1332931	1	False	False	male	male
nm0182871	nm2609103	1	False	False	male	male
nm0182873	nm0268233	1	False	False	male	male
nm0182873	nm0300510	2	False	False	male	male
nm0182873	nm0459425	2	False	False	male	male
nm0182873	nm0507689	3	False	False	male	male
nm0182873	nm0664176	1	False	False	male	male
nm0182873	nm0808498	1	False	False	male	male
nm0183548	nm1725195	2	False	False	male	male
nm0184586	nm0125777	1	False	False	male	female
nm0184586	nm0159253	1	False	False	male	male
nm0184586	nm0343523	1	False	False	male	male
nm0184586	nm0352471	1	False	False	male	male
nm0184586	nm0359438	1	False	False	male	female
nm0184586	nm0906943	1	False	False	male	female
nm0184734	nm0002349	1	False	False	male	male
nm0184734	nm0387920	5	False	False	male	female
nm0185805	nm0141502	1	False	False	male	male
nm0185805	nm0168189	1	False	False	male	female
nm0185805	nm0381436	1	False	False	male	male
nm0185805	nm0493778	1	False	False	male	male
nm0185805	nm0555684	1	False	False	male	male
nm0185805	nm0678336	2	False	False	male	male
nm0185805	nm1420267	1	False	False	male	male
nm0185805	nm4348121	1	False	False	male	female
nm0186113	nm3346060	1	False	False	female	female
nm0186505	nm0004132	1	False	False	male	female
nm0186505	nm0616793	2	False	False	male	female
nm0186505	nm2263847	1	False	False	male	female
nm0186505	nm3251129	2	False	False	male	male
nm0188027	nm3230651	1	False	False	female	female
nm0188165	nm0022417	1	False	False	male	male
nm0188360	nm0536841	1	False	False	male	female
nm0189101	nm0177512	1	False	False	male	female
nm0189101	nm0278129	1	False	False	male	male
nm0189101	nm0490792	1	False	False	male	male
nm0189105	nm0009017	1	False	False	female	male
nm0189105	nm0146529	1	False	False	female	female
nm0189105	nm0281019	3	False	False	female	female
nm0189105	nm0341145	1	False	False	female	male
nm0189105	nm0382448	1	False	False	female	male
nm0189105	nm0416341	2	False	False	female	female
nm0189105	nm0918657	1	False	False	female	female
nm0189137	nm0818503	1	False	False	male	female
nm0189232	nm0058454	1	False	False	male	female
nm0189232	nm0799886	1	False	False	male	male
nm0189388	nm0570877	1	False	False	male	male
nm0189610	nm0083039	2	False	False	male	male
nm0189610	nm0490868	2	False	False	male	male
nm0189610	nm0736462	1	False	False	male	male
nm0189683	nm4042467	1	False	False	male	male
nm0190780	nm0100326	1	False	False	male	female
nm0190780	nm0410824	1	False	False	male	female
nm0190780	nm1737868	2	False	False	male	female
nm0190859	nm0213928	1	False	False	male	male
nm0191502	nm0517387	1	False	False	male	male
nm0191502	nm0753251	1	False	False	male	male
nm0191502	nm0765956	1	False	False	male	male
nm0191523	nm0517387	1	False	False	male	male
nm0191523	nm0753251	1	False	False	male	male
nm0191523	nm0765956	1	False	False	male	male
nm0191612	nm0016074	1	False	False	male	male
nm0191612	nm0961373	1	False	False	male	male
nm0191612	nm1106444	1	False	False	male	female
nm0191612	nm1334133	1	False	False	male	female
nm0191725	nm0061863	1	False	False	female	male
nm0191725	nm0636070	1	False	False	female	male
nm0193681	nm0006759	1	False	False	male	male
nm0193681	nm0089572	1	False	False	male	male
nm0193681	nm0135235	1	False	False	male	female
nm0193681	nm0161457	3	False	False	male	female
nm0193681	nm0197703	1	False	False	male	male
nm0193681	nm0260402	1	False	False	male	male
nm0193681	nm0321877	4	False	False	male	male
nm0193681	nm0338814	1	False	False	male	male
nm0193681	nm0662094	1	False	False	male	male
nm0193681	nm0736307	1	False	False	male	female
nm0193681	nm1135653	1	False	False	male	female
nm0197351	nm0353456	2	False	False	male	female
nm0197351	nm0804759	1	False	False	male	male
nm0197351	nm1334075	1	False	False	male	female
nm0198485	nm0180085	1	False	False	male	male
nm0198804	nm0090672	1	False	False	male	female
nm0198804	nm0849980	1	False	False	male	male
nm0198804	nm0861942	1	False	False	male	male
nm0198804	nm2381398	1	False	False	male	male
nm0198938	nm0578297	1	False	False	male	female
nm0198938	nm0628255	1	False	False	male	female
nm0199948	nm0098073	1	False	False	male	male
nm0199948	nm0099002	3	False	False	male	male
nm0199948	nm0172381	1	False	False	male	male
nm0199948	nm0202458	1	False	False	male	male
nm0199948	nm0570877	2	False	False	male	male
nm0199948	nm1279203	1	False	False	male	female
nm0200005	nm0313514	1	False	False	male	male
nm0200005	nm1173259	1	False	False	male	male
nm0200005	nm2724331	2	False	False	male	female
nm0200005	nm5148534	1	False	False	male	female
nm0200005	nm5879534	1	False	False	male	female
nm0200350	nm0003571	1	False	False	male	male
nm0201304	nm0024948	1	False	False	male	male
nm0202997	nm0140078	1	False	False	female	female
nm0202997	nm0179589	1	False	False	female	female
nm0202997	nm0329074	1	False	False	female	male
nm0202997	nm0765956	1	False	False	female	male
nm0203577	nm0548903	1	False	False	male	male
nm0203577	nm0686095	1	False	False	male	female
nm0203577	nm0821356	1	False	False	male	male
nm0203577	nm1131368	1	False	False	male	female
nm0203577	nm1536222	1	False	False	male	male
nm0204129	nm0249418	2	False	False	male	male
nm0204129	nm1790790	2	False	False	male	male
nm0204129	nm2167039	1	False	False	male	male
nm0204129	nm2663965	2	False	False	male	male
nm0204129	nm3956092	2	False	False	male	male
nm0204129	nm5131036	1	False	False	male	male
nm0204129	nm5668221	1	False	False	male	female
nm0204657	nm0130814	3	False	False	male	male
nm0204657	nm0702929	1	False	False	male	male
nm0204678	nm0366818	1	False	False	male	male
nm0204678	nm0826737	1	False	False	male	male
nm0204920	nm0158895	1	False	False	female	female
nm0205169	nm0097004	1	False	False	male	male
nm0205169	nm0137639	1	False	False	male	male
nm0205223	nm1815347	1	False	False	male	male
nm0205247	nm0343523	1	False	False	female	male
nm0205247	nm0395924	1	False	False	female	male
nm0205247	nm0416341	1	False	False	female	female
nm0205247	nm0438432	2	False	False	female	male
nm0205247	nm0576182	2	False	False	female	male
nm0205247	nm0665494	1	False	False	female	male
nm0205247	nm2148402	1	False	False	female	female
nm0208961	nm0126290	2	False	False	male	female
nm0208961	nm0140764	1	False	False	male	male
nm0209583	nm0184596	1	False	False	male	female
nm0209583	nm0295907	2	False	False	male	male
nm0209583	nm0453889	1	False	False	male	male
nm0209583	nm0642956	1	False	False	male	male
nm0209583	nm0826291	1	False	False	male	female
nm0209583	nm0834426	1	False	False	male	male
nm0209583	nm0865212	1	False	False	male	female
nm0213127	nm0333335	1	False	False	male	male
nm0213127	nm0483091	2	False	False	male	female
nm0213127	nm0581676	1	False	False	male	male
nm0213127	nm0587831	1	False	False	male	male
nm0213127	nm1340224	1	False	False	male	female
nm0213127	nm1444455	1	False	False	male	female
nm0213939	nm0350225	2	False	False	male	male
nm0214036	nm0073316	1	False	False	male	male
nm0214036	nm0138502	1	False	False	male	male
nm0214036	nm0343239	1	False	False	male	female
nm0214036	nm2644205	1	False	False	male	male
nm0214036	nm5403062	1	False	False	male	male
nm0215130	nm0343239	1	False	False	male	female
nm0215245	nm0434838	1	False	False	female	male
nm0215245	nm0589404	1	False	False	female	male
nm0215245	nm0620743	1	False	False	female	female
nm0215269	nm0268233	1	False	False	male	male
nm0215277	nm0158053	1	False	False	female	male
nm0215277	nm0341952	2	False	False	female	male
nm0215277	nm0371393	1	False	False	female	female
nm0215277	nm0406220	1	False	False	female	male
nm0215277	nm0657572	1	False	False	female	male
nm0215277	nm0678336	1	False	False	female	male
nm0215277	nm0761093	1	False	False	female	male
nm0215277	nm0765956	2	False	False	female	male
nm0215277	nm1224918	2	False	False	female	female
nm0215277	nm1270350	1	False	False	female	male
nm0215277	nm4090138	1	False	False	female	female
nm0215277	nm6109024	1	False	False	female	male
nm0215279	nm6548746	1	False	False	male	female
nm0215299	nm0022417	1	False	False	male	male
nm0215299	nm0271090	1	False	False	male	female
nm0215299	nm0543128	1	False	False	male	male
nm0215299	nm0813313	2	False	False	male	male
nm0215299	nm1278270	2	False	False	male	male
nm0218621	nm0072527	1	False	False	male	male
nm0218621	nm0075801	1	False	False	male	male
nm0218621	nm0406220	1	False	False	male	male
nm0218621	nm0437987	2	False	False	male	female
nm0218621	nm1329138	1	False	False	male	male
nm0218621	nm3952372	1	False	False	male	male
nm0219693	nm0057463	4	False	False	female	female
nm0219693	nm0213928	9	False	False	female	male
nm0219693	nm0504716	3	False	False	female	male
nm0219693	nm0603104	1	False	False	female	male
nm0219693	nm0704621	1	False	False	female	female
nm0219693	nm1028478	2	False	False	female	male
nm0219719	nm0501904	1	False	False	female	male
nm0220521	nm0616793	1	False	False	male	female
nm0221762	nm0036896	1	False	False	female	male
nm0221949	nm0040957	5	False	False	male	male
nm0221949	nm0067090	1	False	False	male	male
nm0221949	nm0175907	1	False	False	male	male
nm0221949	nm0270966	1	False	False	male	male
nm0221949	nm0275234	1	False	False	male	male
nm0221949	nm0488960	1	False	False	male	female
nm0221949	nm0587571	1	False	False	male	male
nm0221949	nm0744794	1	False	False	male	male
nm0221949	nm0887184	1	False	False	male	female
nm0221949	nm0896107	1	False	False	male	male
nm0221949	nm0918666	1	False	False	male	male
nm0221949	nm1161545	1	False	False	male	male
nm0222584	nm1558784	1	False	False	male	female
nm0222624	nm0152640	1	False	False	female	male
nm0222624	nm0161558	1	False	False	female	female
nm0222624	nm0175907	2	False	False	female	male
nm0222624	nm0270966	2	False	False	female	male
nm0222624	nm0277830	1	False	False	female	male
nm0222624	nm0326506	1	False	False	female	male
nm0222624	nm0850386	2	False	False	female	male
nm0223804	nm0121997	1	False	False	male	female
nm0224482	nm0901880	1	False	False	male	male
nm0224482	nm3152781	1	False	False	male	male
nm0224639	nm0321334	1	False	False	female	male
nm0224639	nm0425506	1	False	False	female	female
nm0225272	nm0131651	5	False	False	male	female
nm0225272	nm0326177	1	False	False	male	male
nm0225272	nm0438309	1	False	False	male	male
nm0225272	nm0438432	1	False	False	male	male
nm0225272	nm0514445	1	False	False	male	female
nm0225272	nm0576182	1	False	False	male	male
nm0225272	nm2838492	1	False	False	male	female
nm0225272	nm2901688	1	False	False	male	female
nm0225455	nm0461799	3	False	False	female	female
nm0225747	nm0333829	1	False	False	female	male
nm0227704	nm0004447	1	False	False	male	male
nm0228173	nm0069072	1	False	False	male	male
nm0228173	nm0237720	1	False	False	male	male
nm0228627	nm0008408	1	False	False	male	male
nm0228627	nm0512114	2	False	False	male	male
nm0228627	nm0674968	1	False	False	male	male
nm0228627	nm7673453	1	False	False	male	male
nm0229800	nm0539103	1	False	False	male	male
nm0229800	nm0815432	1	False	False	male	female
nm0229801	nm0539103	1	False	False	female	male
nm0229801	nm0815432	1	False	False	female	female
nm0231909	nm0137639	2	False	False	male	male
nm0231909	nm0397500	1	False	False	male	female
nm0231909	nm0795288	1	False	False	male	male
nm0231909	nm0886628	1	False	False	male	female
nm0231909	nm0904201	1	False	False	male	male
nm0231909	nm1584238	1	False	False	male	male
nm0231929	nm0003880	2	False	False	female	male
nm0231929	nm0004055	3	False	False	female	male
nm0231929	nm0047458	3	False	False	female	male
nm0231929	nm0152640	2	False	False	female	male
nm0231929	nm0161558	2	False	False	female	female
nm0231929	nm0326506	1	False	False	female	male
nm0231929	nm0376212	3	False	False	female	male
nm0231929	nm0482794	1	False	False	female	female
nm0231929	nm0593691	1	False	False	female	male
nm0231929	nm0697708	3	False	False	female	male
nm0231929	nm0800358	1	False	False	female	male
nm0231929	nm0850386	4	False	False	female	male
nm0231929	nm0931881	1	False	False	female	female
nm0231929	nm10069934	1	False	False	female	female
nm0231929	nm1431939	1	False	False	female	male
nm0231929	nm2038407	1	False	False	female	male
nm0231929	nm2041101	1	False	False	female	male
nm0232049	nm0332516	1	False	False	male	male
nm0232976	nm0137639	1	False	False	female	male
nm0232976	nm0799886	1	False	False	female	male
nm0232976	nm1063863	1	False	False	female	male
nm0232976	nm1584238	1	False	False	female	male
nm0232981	nm0628180	1	False	False	male	female
nm0232981	nm0777372	1	False	False	male	male
nm0232981	nm0825217	1	False	False	male	male
nm0232981	nm0935631	2	False	False	male	male
nm0232981	nm1052109	1	False	False	male	female
nm0233223	nm0002638	1	False	False	male	male
nm0233223	nm0110786	1	False	False	male	male
nm0233223	nm0378229	1	False	False	male	female
nm0233561	nm0138588	1	False	False	male	male
nm0233561	nm0338555	1	False	False	male	male
nm0233561	nm0850888	1	False	False	male	female
nm0234859	nm0137639	1	False	False	male	male
nm0234859	nm0141502	1	False	False	male	male
nm0234859	nm0168189	4	False	False	male	female
nm0234859	nm0373812	1	False	False	male	male
nm0234859	nm0700463	1	False	False	male	male
nm0234859	nm0907432	1	False	False	male	female
nm0234859	nm1660886	1	False	False	male	female
nm0234859	nm2006934	2	False	False	male	female
nm0234859	nm4348121	1	False	False	male	female
nm0236421	nm1652456	1	False	False	male	male
nm0236494	nm0613774	1	False	False	female	female
nm0236494	nm0725147	1	False	False	female	female
nm0237574	nm0178243	1	False	False	male	male
nm0237574	nm1003804	1	False	False	male	male
nm0237574	nm1015441	1	False	False	male	male
nm0238035	nm0004428	1	False	False	male	male
nm0238035	nm0081960	1	False	False	male	male
nm0238035	nm1131528	1	False	False	male	female
nm0238035	nm2715597	1	False	False	male	female
nm0238841	nm0582978	1	False	False	male	male
nm0238841	nm1022303	1	False	False	male	female
nm0239229	nm0152640	1	False	False	male	male
